enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.032587405294179916	0.07445847988128662	0.041871074587106705
0	0	0.032587405294179916	0.07445847988128662	0.041871074587106705
0	1	0.0	0.0	0.0
1	all_test	0.032587405294179916	0.037676844745874405	0.0050894394516944885
1	0	0.032587405294179916	0.037676844745874405	0.0050894394516944885
1	1	0.0	0.0	0.0
2	all_test	0.032587405294179916	0.028854507952928543	-0.0037328973412513733
2	0	0.032587405294179916	0.028854507952928543	-0.0037328973412513733
2	1	0.0	0.0	0.0
3	all_test	0.032587405294179916	0.026907311752438545	-0.005680093541741371
3	0	0.032587405294179916	0.026907311752438545	-0.005680093541741371
3	1	0.0	0.0	0.0
