enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.02397843822836876	0.02363383024930954	-0.00034460797905921936
0	0	0.0	0.0	0.0
0	1	0.02397843822836876	0.02363383024930954	-0.00034460797905921936
1	all_test	0.02397843822836876	0.051642339676618576	0.027663901448249817
1	0	0.0	0.0	0.0
1	1	0.02397843822836876	0.051642339676618576	0.027663901448249817
2	all_test	0.02397843822836876	0.042323172092437744	0.018344733864068985
2	0	0.0	0.0	0.0
2	1	0.02397843822836876	0.042323172092437744	0.018344733864068985
3	all_test	0.02397843822836876	0.041667792946100235	0.017689354717731476
3	0	0.0	0.0	0.0
3	1	0.02397843822836876	0.041667792946100235	0.017689354717731476
