enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.034000493586063385	0.10131429880857468	0.06731380522251129
0	0	0.034000493586063385	0.10131429880857468	0.06731380522251129
0	1	0.0	0.0	0.0
1	all_test	0.034000493586063385	0.034574273973703384	0.0005737803876399994
1	0	0.034000493586063385	0.034574273973703384	0.0005737803876399994
1	1	0.0	0.0	0.0
2	all_test	0.034000493586063385	0.06630836427211761	0.03230787068605423
2	0	0.034000493586063385	0.06630836427211761	0.03230787068605423
2	1	0.0	0.0	0.0
3	all_test	0.034000493586063385	0.06545083969831467	0.03145034611225128
3	0	0.034000493586063385	0.06545083969831467	0.03145034611225128
3	1	0.0	0.0	0.0
