model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.17308842780336955	-1.1147670223289285	0.34591112617851966		
spatial_mean	0.1859940067176664	-1.2724453433950997	-1.7537674147614929e-16		
best_single	0.16853945561971206	-1.0591883999936509	0.3459111478171037	3.0	
global_elastic_net	0.17308841324016513	-1.1147668443980012	0.34591114781710375		[0.0, 0.0, 0.0, 1.1657172736904489]
