validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.0	0.05761910602450371	0.05761910602450371	0.0	False
2	0.0	0.032541677355766296	0.032541677355766296	0.0	False
3	0.0	0.020373361185193062	0.020373361185193062	0.0	False
4	0.0	0.01071883738040924	0.01071883738040924	0.0	False
