model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.0013664457653752812	0.14966954513910025	0.5245609345264008		
spatial_mean	0.06606734089526654	-40.113283423651346	4.808231991717876e-17		
best_single	0.00149440587105681	0.07004079028812371	0.46602582032593	1.0	
global_elastic_net	0.001366446224835535	0.1496692592199247	0.5245609456194104		[0.4757500505063796, 0.49420105998322217, 0.0, 0.0]
