enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.0025073306169360876	0.0025073306169360876	0.0
0	0	0.0	0.0	0.0
0	1	0.0025073306169360876	0.0025073306169360876	0.0
1	all_test	0.0025073306169360876	0.08777183294296265	0.08526450232602656
1	0	0.0	0.0	0.0
1	1	0.0025073306169360876	0.08777183294296265	0.08526450232602656
2	all_test	0.0025073306169360876	0.0025073306169360876	0.0
2	0	0.0	0.0	0.0
2	1	0.0025073306169360876	0.0025073306169360876	0.0
3	all_test	0.0025073306169360876	0.0025073306169360876	0.0
3	0	0.0	0.0	0.0
3	1	0.0025073306169360876	0.0025073306169360876	0.0
