validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.0	0.0022482320200651884	0.0022482320200651884	0.0	False
1	0.0	0.0028567826375365257	0.0028567826375365257	0.0	False
2	0.5195351839065552	0.005630791652947664	0.005716776940971613	-0.015270550735294819	False
4	1.0	0.004409173037856817	0.005272533278912306	-0.19581001996994019	False
