enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.025571610778570175	0.24883511662483215	0.22326350584626198
0	0	0.025571610778570175	0.24883511662483215	0.22326350584626198
0	1	0.0	0.0	0.0
1	all_test	0.025571610778570175	0.03206140175461769	0.006489790976047516
1	0	0.025571610778570175	0.03206140175461769	0.006489790976047516
1	1	0.0	0.0	0.0
2	all_test	0.025571610778570175	0.0344698429107666	0.008898232132196426
2	0	0.025571610778570175	0.0344698429107666	0.008898232132196426
2	1	0.0	0.0	0.0
3	all_test	0.025571610778570175	0.025571396574378014	-2.1420419216156006e-07
3	0	0.025571610778570175	0.025571396574378014	-2.1420419216156006e-07
3	1	0.0	0.0	0.0
