model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.06608039232304753	-43.113821048967246	0.16793692637771435		
spatial_mean	0.06367982478066082	-41.51125479204944	1.4276310174388645e-16		
best_single	0.06793129052585072	-44.349440106722696	0.16793699643974017	1.0	
global_elastic_net	0.06608039243512281	-43.113821123786245	0.16793699643974017		[0.0, 0.7580190550421829, 0.0, 0.0]
