enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.022008350118994713	0.04403974860906601	0.022031398490071297
0	0	0.014869272708892822	0.07535107433795929	0.06048180162906647
0	1	0.03152712062001228	0.002291303826496005	-0.02923581679351628
1	all_test	0.022008350118994713	0.019063005223870277	-0.0029453448951244354
1	0	0.014869272708892822	0.002822838956490159	-0.012046433752402663
1	1	0.03152712062001228	0.040716562420129776	0.009189441800117493
2	all_test	0.022008350118994713	0.02197795920073986	-3.0390918254852295e-05
2	0	0.014869272708892822	0.014845877885818481	-2.339482307434082e-05
2	1	0.03152712062001228	0.03148740530014038	-3.9715319871902466e-05
3	all_test	0.022008350118994713	0.021973885595798492	-3.44645231962204e-05
3	0	0.014869272708892822	0.014842741191387177	-2.6531517505645752e-05
3	1	0.03152712062001228	0.03148207813501358	-4.5042484998703e-05
