gene	srci	threshold_stability	n_enhancers	n_core_strict	n_regional_strict	n_regional_domains_strict	regional_evidence_strict	domain_diversity_strict	n_q01_enhancers	min_enhancer_q	rna_mean	rna_detected_fraction	srci_rank	confirmed_mixed	threshold_stable_mixed	above_elbow
CLEC12A	0.0	0	16	0	0	0	0.0	0.0	0	1.0	0.0005372707	0.0010422094841063053	2557	False	False	False
CLEC14A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0026544905	0.005992704533611256	2558	False	False	False
CLEC16A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.016157297	0.03335070349140177	2559	False	False	False
CLEC17A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00017476117	0.0005211047420531526	2560	False	False	False
CLEC18A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0001328817	0.0002605523710265763	2561	False	False	False
CLEC18B	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0011701247	0.0033871808233454925	2562	False	False	False
CLEC18C	0.0	0	15	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2563	False	False	False
CLEC19A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00027444848	0.0002605523710265763	2564	False	False	False
CLEC1A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2565	False	False	False
CLEC1B	0.0	0	18	0	0	0	0.0	0.0	0	1.0	0.00042505964	0.0006513809275664409	2566	False	False	False
CLEC2A	0.0	0	18	0	0	0	0.0	0.0	0	1.0	0.0001338477	0.0003908285565398645	2567	False	False	False
CLEC2B	0.0	0	15	0	0	0	0.0	0.0	0	1.0	0.0005997464	0.0014330380406461698	2568	False	False	False
CLEC2D	0.0	0	14	0	0	0	0.0	0.0	0	1.0	0.005327181	0.010552371026576341	2569	False	False	False
CLEC2L	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0237002	0.04833246482542991	2570	False	False	False
CLEC3A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00024419016	0.000781657113079729	2571	False	False	False
CLEC4A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00039734237	0.000781657113079729	2572	False	False	False
CLEC4E	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2573	False	False	False
CLEC4G	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0016759483	0.0036477331943720686	2574	False	False	False
CLEC4M	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0004562079	0.0010422094841063053	2575	False	False	False
CLEC5A	0.0	0	12	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2576	False	False	False
CLEC7A	0.0	0	19	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2577	False	False	False
CLEC9A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.000238906	0.0005211047420531526	2578	False	False	False
CLGN	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0055372613	0.011855132881709224	2579	False	False	False
CLHC1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0072927345	0.017326732673267328	2580	False	False	False
CLIC1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.032729786	0.07256383533090151	2581	False	False	False
CLIC2	0.0	0	2	0	0	0	0.0	0.0	0	1.0	0.001749624	0.0035174570088587808	2582	False	False	False
CLIC3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	9.468709e-05	0.0003908285565398645	2583	False	False	False
CLIC5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.005352892	0.011855132881709224	2584	False	False	False
CLIC6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0005143651	0.0005211047420531526	2585	False	False	False
CLINT1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.023085345	0.0462480458572173	2586	False	False	False
CLIP1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.032237053	0.06591974986972382	2587	False	False	False
CLIP2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.044586264	0.09497133923918707	2588	False	False	False
CLIP3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.07361064	0.14434601354872328	2589	False	False	False
CLIP4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.007436717	0.01576341844710787	2590	False	False	False
CLK1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.037693802	0.0737363210005211	2591	False	False	False
CLK3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.021604022	0.04494528400208442	2592	False	False	False
CLK4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.011822832	0.02566440854611777	2593	False	False	False
CLMN	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0020477928	0.004559666492965086	2594	False	False	False
CLN3	0.0	0	16	0	0	0	0.0	0.0	0	1.0	0.0005663181	0.0011724856696195935	2595	False	False	False
CLN5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.008738018	0.017196456487754037	2596	False	False	False
CLN6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0002506666	0.0006513809275664409	2597	False	False	False
CLN8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.01204878	0.025403856175091194	2598	False	False	False
CLNK	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0014054375	0.003126628452318916	2599	False	False	False
CLNS1A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.109166436	0.19880145909327776	2600	False	False	False
CLOCK	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.024481885	0.051198540906722254	2601	False	False	False
CLP1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.005996623	0.013809275664408547	2602	False	False	False
CLPB	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.017385175	0.03335070349140177	2603	False	False	False
CLPP	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.07437869	0.13744137571651902	2604	False	False	False
CLPS	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00010017607	0.0002605523710265763	2605	False	False	False
CLPSL1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00040315048	0.0009119332985930171	2606	False	False	False
CLPSL2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2607	False	False	False
CLPTM1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.042424854	0.08949973944762897	2608	False	False	False
CLPTM1L	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.025190271	0.0517196456487754	2609	False	False	False
CLPX	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.022853272	0.04963522668056279	2610	False	False	False
CLRN1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0004051589	0.0005211047420531526	2611	False	False	False
CLRN2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00027076754	0.0006513809275664409	2612	False	False	False
CLSPN	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0049998485	0.011724856696195935	2613	False	False	False
CLSTN2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.046833683	0.09080250130276185	2614	False	False	False
CLSTN3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.06083338	0.12428348097967691	2615	False	False	False
CLTA	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.23679867	0.3845752996352267	2616	False	False	False
CLTB	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.17358525	0.27970297029702973	2617	False	False	False
CLTCL1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.010514054	0.023058884835852007	2618	False	False	False
CLTRN	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0005606156	0.0010422094841063053	2619	False	False	False
CLU	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.15862544	0.27488275143303803	2620	False	False	False
CLUH	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.033532113	0.06526836894215737	2621	False	False	False
CLUL1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.008113671	0.018759770713913496	2622	False	False	False
CLVS1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.024619995	0.0517196456487754	2623	False	False	False
CLVS2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.029330283	0.06044815007816571	2624	False	False	False
CLYBL	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0071180365	0.014590932777488274	2625	False	False	False
CMBL	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.013859272	0.03165711307972902	2626	False	False	False
CMC1	0.0	0	15	0	0	0	0.0	0.0	0	1.0	0.029483518	0.06188118811881188	2627	False	False	False
CMC2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.04918591	0.10005211047420531	2628	False	False	False
CMC4	0.0	0	9	0	0	0	0.0	0.0	0	1.0	0.0025654242	0.005862428348097967	2629	False	False	False
CMIP	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.034365583	0.07386659718603439	2630	False	False	False
CMKLR1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00050838455	0.0009119332985930171	2631	False	False	False
CMPK2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0042442125	0.008337675872850442	2632	False	False	False
CMSS1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.039794568	0.07399687337154769	2633	False	False	False
CMTM2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2634	False	False	False
CMTM3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.018766316	0.03882230328295987	2635	False	False	False
CMTM4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.014654804	0.031917665450755604	2636	False	False	False
CMTM5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0028896397	0.00716519020323085	2637	False	False	False
CMTM6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.008813209	0.0220166753517457	2638	False	False	False
CMTM7	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0015427935	0.004168837936425221	2639	False	False	False
CMTM8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0055305804	0.011073475768629494	2640	False	False	False
CMTR1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.025912553	0.05627931214174049	2641	False	False	False
CMTR2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.006745383	0.015502866076081293	2642	False	False	False
CMYA5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0025812585	0.004820218863991662	2643	False	False	False
CNBD1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00338143	0.006644085461177697	2644	False	False	False
CNBD2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.006251623	0.013939551849921834	2645	False	False	False
CNBP	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.08207433	0.15945805106826472	2646	False	False	False
CNDP1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00027367016	0.0006513809275664409	2647	False	False	False
CNDP2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.042208325	0.08780614903595622	2648	False	False	False
CNEP1R1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0061433394	0.013809275664408547	2649	False	False	False
CNFN	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0026528616	0.005992704533611256	2650	False	False	False
CNGA1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.000498231	0.0010422094841063053	2651	False	False	False
CNGA4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00041496754	0.0005211047420531526	2652	False	False	False
CNGB1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0026411775	0.00638353309015112	2653	False	False	False
CNGB3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0001333457	0.0005211047420531526	2654	False	False	False
CNIH1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.060784027	0.12636789994788952	2655	False	False	False
CNIH2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.14045095	0.2761855132881709	2656	False	False	False
CNIH4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.035148017	0.06670140698280354	2657	False	False	False
CNKSR2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.021883745	0.04455445544554455	2658	False	False	False
CNKSR3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0028185647	0.005992704533611256	2659	False	False	False
CNMD	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0060985317	0.01420010422094841	2660	False	False	False
CNN1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0010757603	0.0020844189682126106	2661	False	False	False
CNN3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.06714204	0.13770192808754558	2662	False	False	False
CNNM1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.008959696	0.017196456487754037	2663	False	False	False
CNNM2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.026356166	0.053022407503908284	2664	False	False	False
CNNM3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0072633256	0.017587285044293903	2665	False	False	False
CNNM4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.009411486	0.018238665971860343	2666	False	False	False
CNOT1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.036400694	0.07451797811360084	2667	False	False	False
CNOT10	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.013618586	0.028139656070870246	2668	False	False	False
CNOT11	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0073489663	0.015112037519541427	2669	False	False	False
CNOT2	0.0	0	13	0	0	0	0.0	0.0	0	1.0	0.039759353	0.07998957790515894	2670	False	False	False
CNOT3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.019277327	0.040776446065659194	2671	False	False	False
CNOT4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.021266762	0.04338196977592496	2672	False	False	False
CNOT6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.03322614	0.0737363210005211	2673	False	False	False
CNOT6L	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.01843638	0.040125065138092754	2674	False	False	False
CNOT7	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.045065194	0.09314747264200104	2675	False	False	False
CNOT8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.028118053	0.05653986451276707	2676	False	False	False
CNP	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.044592828	0.09158415841584158	2677	False	False	False
CNPPD1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0479129	0.10409067222511725	2678	False	False	False
CNPY1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00027030165	0.000781657113079729	2679	False	False	False
CNPY2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.096482754	0.1892912975508077	2680	False	False	False
CNPY3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.026726644	0.053934340802501306	2681	False	False	False
CNPY4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0074039917	0.01615424700364773	2682	False	False	False
CNR1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.080514126	0.14929650859822824	2683	False	False	False
CNR2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00035287475	0.0006513809275664409	2684	False	False	False
CNST	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.018183399	0.03686816050026055	2685	False	False	False
CNTD1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0005613828	0.0013027618551328818	2686	False	False	False
CNTF	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2687	False	False	False
CNTFR	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.04975821	0.10369984366857739	2688	False	False	False
CNTLN	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.012849475	0.027227722772277228	2689	False	False	False
CNTN1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.16208719	0.281657113079729	2690	False	False	False
CNTN2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.030121606	0.06409588327253778	2691	False	False	False
CNTN3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.012153551	0.026836894215737362	2692	False	False	False
CNTN4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.045651156	0.09353830119854091	2693	False	False	False
CNTN5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.04065097	0.07660239708181345	2694	False	False	False
CNTN6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.012993937	0.027879103699843668	2695	False	False	False
CNTNAP1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.011686676	0.024622199062011463	2696	False	False	False
CNTNAP2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.11853696	0.20205836373110994	2697	False	False	False
CNTNAP3B	0.0	0	7	0	0	0	0.0	0.0	0	1.0	0.002139673	0.0049504950495049506	2698	False	False	False
CNTNAP4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.019384863	0.038301198540906724	2699	False	False	False
CNTNAP5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.038680054	0.06865554976550287	2700	False	False	False
CNTRL	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.009980994	0.018890046899426784	2701	False	False	False
CNTROB	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.021614352	0.041688379364252216	2702	False	False	False
COA1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.048017874	0.0936685773840542	2703	False	False	False
COA3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.16921875	0.28269932256383534	2704	False	False	False
COA6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.055640586	0.11138613861386139	2705	False	False	False
COA7	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.025078867	0.05263157894736842	2706	False	False	False
COA8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.09564801	0.17040125065138093	2707	False	False	False
COASY	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.027747646	0.05784262636789995	2708	False	False	False
COBL	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.006450876	0.014721208963001563	2709	False	False	False
COBLL1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0026742485	0.005601875977071392	2710	False	False	False
COCH	0.0	0	19	0	0	0	0.0	0.0	0	1.0	0.020829093	0.0440333507034914	2711	False	False	False
COG1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.009035086	0.01862949452840021	2712	False	False	False
COG2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0057561765	0.0143303804064617	2713	False	False	False
COG3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.018527381	0.03843147472642001	2714	False	False	False
COG4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.030500129	0.0672225117248567	2715	False	False	False
COG5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.015175071	0.03282959874934862	2716	False	False	False
COG6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.017645478	0.03608650338718082	2717	False	False	False
COG7	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.025980975	0.05341323606044815	2718	False	False	False
COG8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.031795997	0.06500781657113079	2719	False	False	False
COIL	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.014158888	0.028791036998436687	2720	False	False	False
COL10A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2721	False	False	False
COL11A2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0033863552	0.008858780614903595	2722	False	False	False
COL12A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0482816	0.10096404377279833	2723	False	False	False
COL13A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0038748116	0.008077123501823866	2724	False	False	False
COL14A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.015053841	0.033090151120375194	2725	False	False	False
COL15A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.005358045	0.012376237623762377	2726	False	False	False
COL16A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.009470029	0.021886399166232414	2727	False	False	False
COL17A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0	0.0	2728	False	False	False
COL18A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.030665858	0.06370505471599791	2729	False	False	False
COL19A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0023626075	0.0049504950495049506	2730	False	False	False
COL1A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.24948518	0.4128452318916102	2731	False	False	False
COL1A2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.22167692	0.3684210526315789	2732	False	False	False
COL20A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0058648214	0.012636789994788953	2733	False	False	False
COL21A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0059569124	0.014590932777488274	2734	False	False	False
COL22A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0069921967	0.014721208963001563	2735	False	False	False
COL23A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.005244959	0.009900990099009901	2736	False	False	False
COL24A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0018734057	0.004429390307451798	2737	False	False	False
COL25A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.022296686	0.04468473163105784	2738	False	False	False
COL26A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.033669718	0.06787389265242313	2739	False	False	False
COL27A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.006008139	0.01420010422094841	2740	False	False	False
COL28A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0010658817	0.0024752475247524753	2741	False	False	False
COL2A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.012126874	0.027618551328817093	2742	False	False	False
COL4A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.024065271	0.045466388744137574	2743	False	False	False
COL4A2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.029919285	0.06070870244919229	2744	False	False	False
COL4A3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00036886192	0.0011724856696195935	2745	False	False	False
COL4A4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0038803164	0.007295466388744137	2746	False	False	False
COL4A5	0.0	0	16	0	0	0	0.0	0.0	0	1.0	0.0061376076	0.0143303804064617	2747	False	False	False
COL4A6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.001570514	0.0036477331943720686	2748	False	False	False
COL5A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.02737939	0.05979676915059927	2749	False	False	False
COL5A3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0019594491	0.004689942678478374	2750	False	False	False
COL6A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.049537238	0.11073475768629494	2751	False	False	False
COL6A2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.016153796	0.034523189161021366	2752	False	False	False
COL6A3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.009447046	0.02071391349661282	2753	False	False	False
COL6A5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0005851892	0.001563314226159458	2754	False	False	False
COL6A6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0025211975	0.0049504950495049506	2755	False	False	False
COL7A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0073116617	0.016935904116727463	2756	False	False	False
COL8A2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0050083683	0.013027618551328817	2757	False	False	False
COL9A1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.006489161	0.01354872329338197	2758	False	False	False
COL9A2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.013612812	0.030093798853569567	2759	False	False	False
COL9A3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.02380255	0.05158936946326212	2760	False	False	False
COLEC10	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0011299868	0.0027357998957790518	2761	False	False	False
COLEC12	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.014010957	0.02840020844189682	2762	False	False	False
COLGALT1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.026473206	0.05093798853569567	2763	False	False	False
COLGALT2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.008488695	0.019020323084940075	2764	False	False	False
COLQ	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0034069335	0.00716519020323085	2765	False	False	False
COMMD10	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.022611914	0.04781136008337676	2766	False	False	False
COMMD3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.059046715	0.11776967170401251	2767	False	False	False
COMMD4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.030721191	0.059015112037519545	2768	False	False	False
COMMD5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0463398	0.08989056800416884	2769	False	False	False
COMMD6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.38457885	0.5273579989577906	2770	False	False	False
COMMD7	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.05363734	0.10435122459614382	2771	False	False	False
COMMD8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.020605143	0.04260031266284523	2772	False	False	False
COMMD9	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.060102608	0.11855132881709224	2773	False	False	False
COMP	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0009311587	0.0027357998957790518	2774	False	False	False
COMT	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.05534249	0.11685773840541949	2775	False	False	False
COMTD1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.06264349	0.11803022407503909	2776	False	False	False
COP1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.029080475	0.0594059405940594	2777	False	False	False
COPB2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.03123219	0.06357477853048463	2778	False	False	False
COPE	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.115620315	0.21182907764460657	2779	False	False	False
COPG1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.01582093	0.03595622720166754	2780	False	False	False
COPG2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.011253824	0.02553413236060448	2781	False	False	False
COPS2	0.0	0	19	0	0	0	0.0	0.0	0	1.0	0.045662813	0.09210526315789473	2782	False	False	False
COPS3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.072309256	0.14252214695153725	2783	False	False	False
COPS4	0.0	0	14	0	0	0	0.0	0.0	0	1.0	0.047623016	0.09966128191766545	2784	False	False	False
COPS5	0.0	0	12	0	0	0	0.0	0.0	0	1.0	0.058977168	0.1254559666492965	2785	False	False	False
COPS6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.10767957	0.19554455445544555	2786	False	False	False
COPS7A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.026828676	0.05823345492443981	2787	False	False	False
COPS8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.10060947	0.19372068785825952	2788	False	False	False
COPS9	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.5594035	0.6403074517978113	2789	False	False	False
COPZ1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.07523954	0.14929650859822824	2790	False	False	False
COQ10A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.011034474	0.022668056279312142	2791	False	False	False
COQ10B	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.015130142	0.029442417926003127	2792	False	False	False
COQ2	0.0	0	10	0	0	0	0.0	0.0	0	1.0	0.012020127	0.02488275143303804	2793	False	False	False
COQ3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.012237921	0.025273579989577907	2794	False	False	False
COQ4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.064525336	0.12245961438249088	2795	False	False	False
