gene	srci	threshold_stability	n_enhancers	n_core_strict	n_regional_strict	n_regional_domains_strict	regional_evidence_strict	domain_diversity_strict	n_q01_enhancers	min_enhancer_q	rna_mean	rna_detected_fraction	srci_rank	confirmed_mixed	threshold_stable_mixed	above_elbow
ABCB11	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0006049106	0.0013027618551328818	52	False	False	False
ABCB4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0016394183	0.002996352266805628	53	False	False	False
ABCB5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0016848488	0.003126628452318916	54	False	False	False
ABCB6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.024000779	0.04755080771235018	55	False	False	False
ABCB7	0.0	0	11	0	0	0	0.0	0.0	0	1.0	0.009119597	0.019020323084940075	56	False	False	False
ABCB8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.018217545	0.0385617509119333	57	False	False	False
ABCB9	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0105633605	0.022668056279312142	58	False	False	False
ABCC1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0051283627	0.010552371026576341	59	False	False	False
ABCC11	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0003874956	0.0009119332985930171	60	False	False	False
ABCC12	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0006773142	0.000781657113079729	61	False	False	False
ABCC2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00028489614	0.000781657113079729	62	False	False	False
ABCC3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0014766299	0.002996352266805628	63	False	False	False
ABCC4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.012396595	0.028921313183949974	64	False	False	False
ABCC5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.02728241	0.05106826472120896	65	False	False	False
ABCC6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0013716373	0.0032569046378322043	66	False	False	False
ABCC9	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0047934535	0.011594580510682647	67	False	False	False
ABCD1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.004028696	0.008337675872850442	68	False	False	False
ABCD2	0.0	0	15	0	0	0	0.0	0.0	0	1.0	0.004440476	0.009379885356956748	69	False	False	False
ABCD3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.029117063	0.05653986451276707	70	False	False	False
ABCD4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.021039544	0.04312141740489839	71	False	False	False
ABCE1	0.0	0	16	0	0	0	0.0	0.0	0	1.0	0.024568163	0.04898384575299635	72	False	False	False
ABCF1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.028646387	0.05745179781136008	73	False	False	False
ABCF2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.019801343	0.040255341323606045	74	False	False	False
ABCF3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.01638934	0.032569046378322045	75	False	False	False
ABCG1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0049480367	0.011073475768629494	76	False	False	False
ABCG2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0034098092	0.008467952058363731	77	False	False	False
ABCG4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0049904427	0.010291818655549765	78	False	False	False
ABCG5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0004666319	0.0006513809275664409	79	False	False	False
ABCG8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0017671976	0.0036477331943720686	80	False	False	False
ABHD1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00044533276	0.0009119332985930171	81	False	False	False
ABHD11	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.008670347	0.016935904116727463	82	False	False	False
ABHD12	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.061651446	0.12506513809275666	83	False	False	False
ABHD12B	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0012882815	0.0027357998957790518	84	False	False	False
ABHD13	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.010431111	0.022537780093798854	85	False	False	False
ABHD14A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.06993354	0.12936425221469516	86	False	False	False
ABHD14B	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.005384334	0.011855132881709224	87	False	False	False
ABHD15	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00079018425	0.0018238665971860343	88	False	False	False
ABHD16A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.024909753	0.05471599791558103	89	False	False	False
ABHD16B	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0	0.0	90	False	False	False
ABHD17A	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.044401232	0.0957529963522668	91	False	False	False
ABHD17B	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.021737685	0.04377279833246483	92	False	False	False
ABHD17C	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.017669305	0.03751954142782699	93	False	False	False
ABHD18	0.0	0	9	0	0	0	0.0	0.0	0	1.0	0.01587081	0.03491401771756123	94	False	False	False
ABHD2	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.046349697	0.10005211047420531	95	False	False	False
ABHD3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.006614239	0.013288170922355394	96	False	False	False
ABHD4	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.008023323	0.017326732673267328	97	False	False	False
ABHD5	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.017517451	0.03478374153204794	98	False	False	False
ABHD6	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.0072148833	0.015633142261594582	99	False	False	False
ABHD8	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.032190014	0.068264721208963	100	False	False	False
ABI1	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.031622194	0.07021886399166233	101	False	False	False
ABI3	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.00043161056	0.0011724856696195935	102	False	False	False
ABITRAM	0.0	0	20	0	0	0	0.0	0.0	0	1.0	0.016664429	0.03725898905680042	103	False	False	False
