model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.04144350229821243	0.06056382814456995	0.4574887900926547		
spatial_mean	0.044133483170415044	-0.00041232475782027045	0.0		
best_single	0.03910924208070321	0.11347654934926088	0.45748884173600646	3.0	
global_elastic_net	0.041443502050562374	0.06056383375827068	0.45748884173600646		[0.0, 0.0, 0.0, 0.4599959778487105]
