epoch	train_loss	validation_loss	train_reconstruction	train_safety	train_attribution	validation_reconstruction	validation_safety	validation_attribution
0	1.403224229812622	0.6927527189254761	0.5869507193565369	1.2193586826324463	0.6931471824645996	1.0154446363449097	2.420840263366699	0.6927527189254761
1	1.3494247198104858	0.6923139095306396	0.5443487763404846	1.1117171049118042	0.6927526593208313	0.9672420024871826	2.266279935836792	0.6923139095306396
2	1.2984561920166016	0.6918250918388367	0.5038431286811829	1.011858344078064	0.6923136115074158	0.9205798506736755	2.1206765174865723	0.6918250918388367
3	1.2503669261932373	0.691286027431488	0.4655108153820038	0.9195483922958374	0.6918244361877441	0.8755475878715515	1.983892798423767	0.691286027431488
4	1.205202341079712	0.6906976103782654	0.4294213652610779	0.8345522880554199	0.6912848949432373	0.8322046995162964	1.8556607961654663	0.6906976103782654
5	1.162961721420288	0.6900600790977478	0.39560502767562866	0.756546139717102	0.6906959414482117	0.7905782461166382	1.7356560230255127	0.6900600790977478
6	1.1236125230789185	0.6893728971481323	0.36406537890434265	0.6851705312728882	0.6900575160980225	0.7506955862045288	1.623543381690979	0.6893728971481323
7	1.0870906114578247	0.688636064529419	0.33477500081062317	0.6200591921806335	0.6893696188926697	0.712566614151001	1.5189495086669922	0.688636064529419
8	1.0533089637756348	0.6878494024276733	0.30768564343452454	0.5608278512954712	0.6886317729949951	0.676180899143219	1.4214704036712646	0.6878494024276733
9	1.0221613645553589	0.6870126128196716	0.28273096680641174	0.5070785284042358	0.6878438591957092	0.6415110230445862	1.3306792974472046	0.6870126128196716
10	0.9935223460197449	0.6861249208450317	0.25982576608657837	0.45841068029403687	0.687005877494812	0.6085090637207031	1.2461373805999756	0.6861249208450317
11	0.9672490358352661	0.6851834058761597	0.2388678938150406	0.4144268035888672	0.6861166954040527	0.5771145820617676	1.1673989295959473	0.6851834058761597
12	0.9431841373443604	0.6841832995414734	0.2197415977716446	0.37473952770233154	0.6851736307144165	0.5472578406333923	1.0940241813659668	0.6841832995414734
13	0.9211674928665161	0.6831181645393372	0.20232881605625153	0.33897843956947327	0.684171736240387	0.5188632607460022	1.0255883932113647	0.6831181645393372
14	0.9010454416275024	0.6819790601730347	0.18651182949543	0.3068466782569885	0.6831046938896179	0.4918529987335205	0.9616891741752625	0.6819790601730347
