enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.003852762747555971	0.003852762747555971	0.0
0	0	0.003852762747555971	0.003852762747555971	0.0
0	1	0.0	0.0	0.0
1	all_test	0.003852762747555971	0.37343406677246094	0.36958130402490497
1	0	0.003852762747555971	0.37343406677246094	0.36958130402490497
1	1	0.0	0.0	0.0
2	all_test	0.003852762747555971	0.003852762747555971	0.0
2	0	0.003852762747555971	0.003852762747555971	0.0
2	1	0.0	0.0	0.0
3	all_test	0.003852762747555971	0.003852762747555971	0.0
3	0	0.003852762747555971	0.003852762747555971	0.0
3	1	0.0	0.0	0.0
