enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.036854296922683716	0.05909671634435654	0.02224241942167282
0	0	0.0	0.0	0.0
0	1	0.036854296922683716	0.05909671634435654	0.02224241942167282
1	all_test	0.036854296922683716	0.26648589968681335	0.22963160276412964
1	0	0.0	0.0	0.0
1	1	0.036854296922683716	0.26648589968681335	0.22963160276412964
2	all_test	0.036854296922683716	0.036873724311590195	1.9427388906478882e-05
2	0	0.0	0.0	0.0
2	1	0.036854296922683716	0.036873724311590195	1.9427388906478882e-05
3	all_test	0.036854296922683716	0.2179890275001526	0.18113473057746887
3	0	0.0	0.0	0.0
3	1	0.036854296922683716	0.2179890275001526	0.18113473057746887
