model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.03685429976711288	0.6612482042075003	0.9754071394751002		
spatial_mean	0.12678328058256097	-0.1653474423663266	6.73188900215418e-16		
best_single	0.19542476539144896	-0.7962758928269107	0.3736979894560475	0.0	
global_elastic_net	0.03765271286137618	0.6539094711105472	0.9731995271385742		[0.7455753805790423, 0.5531459061082982, 0.0, 0.6005829597465664]
