enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.020066142082214355	0.05313372611999512	0.03306758403778076
0	0	0.015214336104691029	0.09176965057849884	0.07655531447380781
0	1	0.026535218581557274	0.0016191615723073483	-0.024916057009249926
1	all_test	0.020066142082214355	0.02018151804804802	0.00011537596583366394
1	0	0.015214336104691029	0.002506874967366457	-0.012707461137324572
1	1	0.026535218581557274	0.043747708201408386	0.017212489619851112
2	all_test	0.020066142082214355	0.020066142082214355	0.0
2	0	0.015214336104691029	0.015214336104691029	0.0
2	1	0.026535218581557274	0.026535218581557274	0.0
3	all_test	0.020066142082214355	0.020066142082214355	0.0
3	0	0.015214336104691029	0.015214336104691029	0.0
3	1	0.026535218581557274	0.026535218581557274	0.0
