model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.010255164830997164	0.8206627722918683	0.9480444762051433		
spatial_mean	0.07663744739486066	-0.340197605881454	-5.140173705678612e-16		
best_single	0.05106401322723813	0.10701790573425618	0.6309472322088564	1.0	
global_elastic_net	0.02213373734297187	0.6129361975820571	0.948041873688479		[0.8675520434171763, 0.9089839591909088, 0.0, 0.0]
