enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.01025516539812088	0.05193060636520386	0.04167544096708298
0	0	0.006651329807937145	0.08878293633460999	0.08213160652667284
0	1	0.015060278587043285	0.002794168423861265	-0.01226611016318202
1	all_test	0.01025516539812088	0.026415878906846046	0.016160713508725166
1	0	0.006651329807937145	0.008386025205254555	0.0017346953973174095
1	1	0.015060278587043285	0.05045568197965622	0.035395403392612934
2	all_test	0.01025516539812088	0.010255401022732258	2.3562461137771606e-07
2	0	0.006651329807937145	0.006651465781033039	1.3597309589385986e-07
2	1	0.015060278587043285	0.015060648322105408	3.6973506212234497e-07
3	all_test	0.01025516539812088	0.010255280882120132	1.1548399925231934e-07
3	0	0.006651329807937145	0.00665139639750123	6.658956408500671e-08
3	1	0.015060278587043285	0.015060460194945335	1.816079020500183e-07
