enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.004264505580067635	0.15633396804332733	0.1520694624632597
0	0	0.004264505580067635	0.15633396804332733	0.1520694624632597
0	1	0.0	0.0	0.0
1	all_test	0.004264505580067635	0.0050351726822555065	0.0007706671021878719
1	0	0.004264505580067635	0.0050351726822555065	0.0007706671021878719
1	1	0.0	0.0	0.0
2	all_test	0.004264505580067635	0.004264505580067635	0.0
2	0	0.004264505580067635	0.004264505580067635	0.0
2	1	0.0	0.0	0.0
3	all_test	0.004264505580067635	0.004264505580067635	0.0
3	0	0.004264505580067635	0.004264505580067635	0.0
3	1	0.0	0.0	0.0
