enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.00560016930103302	0.005936350207775831	0.0003361809067428112
0	0	0.0	0.0	0.0
0	1	0.00560016930103302	0.005936350207775831	0.0003361809067428112
1	all_test	0.00560016930103302	0.16201438009738922	0.1564142107963562
1	0	0.0	0.0	0.0
1	1	0.00560016930103302	0.16201438009738922	0.1564142107963562
2	all_test	0.00560016930103302	0.005618874449282885	1.8705148249864578e-05
2	0	0.0	0.0	0.0
2	1	0.00560016930103302	0.005618874449282885	1.8705148249864578e-05
3	all_test	0.00560016930103302	0.005619755480438471	1.958617940545082e-05
3	0	0.0	0.0	0.0
3	1	0.00560016930103302	0.005619755480438471	1.958617940545082e-05
