epoch	train_loss	validation_loss
0	0.05187001824378967	0.05415774881839752
1	0.050962843000888824	0.0532052218914032
2	0.050060879439115524	0.05225854739546776
3	0.049165695905685425	0.0513184629380703
4	0.04827802628278732	0.05038529261946678
5	0.047398217022418976	0.049459390342235565
6	0.04652664437890053	0.04854102060198784
7	0.04566362127661705	0.04763028398156166
8	0.044809289276599884	0.046727053821086884
9	0.04396356642246246	0.04583103209733963
10	0.043126240372657776	0.044941894710063934
11	0.04229707270860672	0.04405945539474487
12	0.04147595912218094	0.04318378120660782
13	0.04066309332847595	0.04231543093919754
14	0.03985908627510071	0.0414554737508297
15	0.039065100252628326	0.040605563670396805
16	0.038282811641693115	0.039767879992723465
17	0.03751441836357117	0.03894508257508278
18	0.036762531846761703	0.038140177726745605
19	0.036030109971761703	0.03735646605491638
20	0.03532033413648605	0.03659742325544357
21	0.03463652729988098	0.03586653620004654
22	0.03398200869560242	0.035167235881090164
23	0.033359967172145844	0.03450273722410202
24	0.032773371785879135	0.03387591987848282
25	0.03222480043768883	0.03328917920589447
26	0.03171633183956146	0.032744359225034714
27	0.031249474734067917	0.03224264830350876
28	0.030825067311525345	0.031784556806087494
29	0.030443262308835983	0.031369879841804504
30	0.03010350838303566	0.030997727066278458
31	0.02980457991361618	0.030666567385196686
32	0.02954460307955742	0.03037426993250847
33	0.029321132227778435	0.030118193477392197
34	0.029131226241588593	0.029895279556512833
35	0.028971541672945023	0.02970212697982788
36	0.028838392347097397	0.029535088688135147
37	0.028727874159812927	0.029390353709459305
38	0.028635956346988678	0.029264073818922043
39	0.02855856344103813	0.029152439907193184
40	0.028491705656051636	0.029051784425973892
41	0.02843157947063446	0.028958717361092567
42	0.02837468683719635	0.02887018769979477
43	0.02831793576478958	0.028783584013581276
44	0.028258729726076126	0.02869679406285286
45	0.02819501981139183	0.028608210384845734
46	0.028125330805778503	0.028516750782728195
47	0.028048750013113022	0.028421802446246147
48	0.027964893728494644	0.02832317352294922
49	0.02787383645772934	0.028221018612384796
50	0.02777603641152382	0.028115753084421158
51	0.027672231197357178	0.028007956221699715
52	0.02756335213780403	0.027898315340280533
53	0.027450434863567352	0.027787506580352783
54	0.02733451873064041	0.027676153928041458
55	0.027216607704758644	0.027564790099859238
56	0.02709757722914219	0.02745378203690052
57	0.026978157460689545	0.027343343943357468
58	0.026858896017074585	0.027233490720391273
59	0.026740148663520813	0.02712407521903515
60	0.026622069999575615	0.02701478637754917
61	0.026504643261432648	0.026905175298452377
62	0.02638767659664154	0.026794683188199997
63	0.026270853355526924	0.02668268047273159
64	0.026153748854994774	0.026568494737148285
65	0.026035873219370842	0.026451462879776955
66	0.02591671422123909	0.026330947875976562
67	0.025795750319957733	0.02620638534426689
68	0.025672487914562225	0.02607729658484459
69	0.025546500459313393	0.025943297892808914
70	0.025417432188987732	0.025804152712225914
71	0.02528499811887741	0.02565971203148365
72	0.025149019435048103	0.025509972125291824
73	0.02500939927995205	0.02535502426326275
74	0.024866119027137756	0.02519504725933075
75	0.024719221517443657	0.02503030002117157
76	0.02456880360841751	0.024861076846718788
77	0.02441498264670372	0.024687696248292923
78	0.02425788715481758	0.02451048046350479
79	0.024097632616758347	0.024329714477062225
80	0.023934293538331985	0.024145634844899178
81	0.023767920210957527	0.023958437144756317
82	0.023598484694957733	0.023768244311213493
