model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.003340954493120002	0.8585504701235976	0.9655222800865733		
spatial_mean	0.027746424592348846	-0.1747297733090747	0.0		
best_single	0.0034138337649744052	0.8554649031807469	0.9616947623479817	1.0	
global_elastic_net	0.003340953947815563	0.8585504932107294	0.9655222807564866		[0.0, 1.2588211935233835, 0.22606813953804156, 0.0]
