epoch	train_loss	validation_loss	train_reconstruction	train_safety	validation_reconstruction	validation_safety
0	0.0027353030163794756	0.002898896811529994	0.0022455330472439528	0.0004526850825641304	0.002444698940962553	0.00039841345278546214
1	0.0027231660205870867	0.0028858922887593508	0.0022412347607314587	0.0004375525168143213	0.0024398942478001118	0.0003825683961622417
2	0.0027108974754810333	0.002872706623747945	0.0022370831575244665	0.0004218923859298229	0.0024352020118385553	0.00036616966826841235
3	0.002698458032682538	0.0028593805618584156	0.0022330936044454575	0.00040560131310485303	0.002430662978440523	0.0003492179384920746
4	0.0026858854107558727	0.0028459718450903893	0.0022293119691312313	0.00038866428076289594	0.002426326973363757	0.0003317316004540771
5	0.0026732359547168016	0.0028325519524514675	0.0022257918026298285	0.00037108734250068665	0.002422250574454665	0.0003137389139737934
6	0.002660574158653617	0.002819198416545987	0.0022225924767553806	0.00035288100480102	0.0024184936191886663	0.0002952764625661075
7	0.0026479733642190695	0.0028059964533895254	0.002219777088612318	0.0003340653202030808	0.0024151199031621218	0.0002763853408396244
8	0.0026355129666626453	0.0027930394280701876	0.0022174136247485876	0.0003146635426674038	0.0024121971800923347	0.0002571178483776748
9	0.002623280044645071	0.0027804255951195955	0.002215572400018573	0.0002947094908449799	0.0024097950663417578	0.00023753056302666664
10	0.0026113667991012335	0.0027682583313435316	0.0022143255919218063	0.0002742413489613682	0.0024079845752567053	0.0002176876150770113
11	0.002599869854748249	0.0027566449716687202	0.002213746774941683	0.0002533054503146559	0.0024068355560302734	0.0001976621279027313
12	0.00258889002725482	0.0027456991374492645	0.0022139083594083786	0.0002319561317563057	0.002406418789178133	0.00017753755673766136
13	0.002578532788902521	0.0027355330530554056	0.002214881358668208	0.00021026124886702746	0.002406798303127289	0.00015740888193249702
14	0.0025689024478197098	0.002733491826802492	0.0022167288698256016	0.00018830080807674676	0.002408029045909643	0.0001518521021353081
15	0.002567593241110444	0.002736226189881563	0.0022195049095898867	0.00018115104467142373	0.0024097284767776728	0.0001547834399389103
