validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.0	0.004113700240850449	0.004113700240850449	0.0	False
2	0.0	0.004927047993987799	0.004927047993987799	0.0	False
3	0.6180977821350098	0.003228062530979514	0.0034696198999881744	-0.07483045011758804	False
4	0.0	0.0028290264308452606	0.0028290264308452606	0.0	False
