model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.005747607862531271	0.948641344830087	0.9909100984536016		
spatial_mean	0.16805123353532114	-0.5016482614069635	0.0		
best_single	0.004198195486764611	0.9624863631100833	0.9905338417649062	1.0	
global_elastic_net	0.0057476044110244305	0.9486413756715699	0.9909100991628419		[0.0, 1.1763574078370338, 0.3272170670677732, 0.0]
