validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.0	0.001776286168023944	0.001776286168023944	0.0	False
1	0.0	0.0022820939775556326	0.0022820939775556326	0.0	False
2	0.0	0.004334047436714172	0.004334047436714172	0.0	False
4	0.010251704603433609	0.0028533991426229477	0.0030397658701986074	-0.06531393527984619	False
