model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.005881877601627689	0.7455075957937494	0.9628830095690679		
spatial_mean	0.0443104179525467	-0.9171879389341311	0.0		
best_single	0.005536602557810448	0.7604466819095761	0.9622929524463711	1.0	
global_elastic_net	0.005881859908620368	0.745508361320725	0.9628829878756197		[0.023697229634412415, 1.1920433699488941, 0.0, 0.0]
