enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.022684600204229355	0.30843672156333923	0.2857521213591099
0	0	0.022684600204229355	0.30843672156333923	0.2857521213591099
0	1	0.0	0.0	0.0
1	all_test	0.022684600204229355	0.029440514743328094	0.00675591453909874
1	0	0.022684600204229355	0.029440514743328094	0.00675591453909874
1	1	0.0	0.0	0.0
2	all_test	0.022684600204229355	0.022684600204229355	0.0
2	0	0.022684600204229355	0.022684600204229355	0.0
2	1	0.0	0.0	0.0
3	all_test	0.022684600204229355	0.022684600204229355	0.0
3	0	0.022684600204229355	0.022684600204229355	0.0
3	1	0.0	0.0	0.0
