gene	srci	threshold_stability	n_enhancers	n_core_strict	n_regional_strict	n_regional_domains_strict	regional_evidence_strict	domain_diversity_strict	n_q01_enhancers	min_enhancer_q	rna_mean	rna_detected_fraction	srci_rank	confirmed_mixed	threshold_stable_mixed	above_elbow
klf17	0.0	0	20	0	2	1	0.013039923277243001	0.0	8	0.0333333333333333	0.9593877292565387	0.551412680756396	175	False	False	False
rps6	0.0	0	20	0	2	1	0.025343782530917798	0.0	3	0.0333333333333333	128.72134204013514	0.9999555061179087	176	False	False	False
tcf7l1b	0.0	0	20	0	2	1	0.045794500332081794	0.0	2	0.1	6.842755768135807	0.9339710789766407	177	False	False	False
tead1a	0.0	0	20	0	2	1	0.0131673916891455	0.0	7	0.05	1.852891318449425	0.7580422691879867	178	False	False	False
tubb2b	0.0	0	20	0	2	2	0.0186840219218674	1.0	2	0.05	30.177325692736684	0.9968409343715239	179	False	False	False
adka	0.0	0	20	0	1	1	0.0063366506137432	0.0	1	0.1	5.686182793256892	0.956440489432703	180	False	False	False
aspm	0.0	0	20	0	1	1	0.0051124972759607	0.0	3	0.0333333333333333	1.7892220909277814	0.6852502780867631	181	False	False	False
atf6	0.0	0	20	0	1	1	0.0065254658966854	0.0	7	0.0666666666666666	3.9609885078883864	0.8999777530589544	182	False	False	False
bach1b	0.0	0	20	0	1	1	0.0063587820008634	0.0	3	0.0999999999999999	1.1231262754946079	0.529432703003337	183	False	False	False
cnmd	0.0	0	20	0	1	1	0.0163498614458844	0.0	1	0.1	0.559537966410956	0.4217130144605117	184	False	False	False
crabp2b	0.0	0	20	0	1	1	0.0050090444446718	0.0	1	0.1	4.220819190145738	0.8407563959955506	185	False	False	False
f11r.1	0.0	0	20	0	1	1	0.0059989507128689	0.0	4	0.0333333333333333	1.984391352123671	0.7373081201334817	186	False	False	False
foxp1b	0.0	0	20	0	1	1	0.0102625443528262	0.0	2	0.1	3.3361392448049068	0.8250945494994438	187	False	False	False
gcm2	0.0	0	19	0	1	1	0.011552657524374	0.0	1	0.095	0.4411361362647021	0.3448275862068966	188	False	False	False
helb	0.0	0	20	0	1	1	0.0054614388851389	0.0	7	0.02	2.064790103824098	0.8194438264738598	189	False	False	False
hoxb8a	0.0	0	20	0	1	1	0.0081033994133419	0.0	3	0.05	0.8111524591714012	0.5138153503893215	190	False	False	False
hsp90aa1.2	0.0	0	18	0	1	1	0.0061447772292991	0.0	2	0.045	0.8312682638903046	0.4836040044493882	191	False	False	False
irx3a	0.0	0	20	0	1	1	0.0056622106948884	0.0	12	0.025	0.6610577719486243	0.465761957730812	192	False	False	False
klf2a	0.0	0	20	0	1	1	0.0098343432777065	0.0	7	0.025	1.049676599260444	0.394972191323693	193	False	False	False
nkx1.2la	0.0	0	20	0	1	1	0.0075776184896097	0.0	3	0.05	0.5189329811949004	0.40080088987764184	194	False	False	False
prmt1	0.0	0	20	0	1	1	0.009685915037977	0.0	1	0.1	12.356324216833823	0.9735706340378198	195	False	False	False
rpl5a	0.0	0	20	0	1	1	0.0264470805561882	0.0	1	0.1	15.736666762525697	0.9897219132369299	196	False	False	False
rpl6	0.0	0	20	0	1	1	0.0060513883400744	0.0	1	0.1	49.35551972410023	0.9991101223581758	197	False	False	False
rxrgb	0.0	0	20	0	1	1	0.0281707511941586	0.0	1	0.1	1.5606575175747535	0.6868520578420467	198	False	False	False
tbx3b	0.0	0	20	0	1	1	0.0289946355762282	0.0	2	0.05	0.9620411277760389	0.5923915461624026	199	False	False	False
krt8	0.0	0	20	20	0	0	0.0	0.0	20	0.0055555555555555	41.52420129888037	0.9858509454949944	200	False	False	False
krt18a.1	0.0	0	20	16	0	0	0.0	0.0	20	0.0066666666666666	27.957336284457302	0.9515461624026696	201	False	False	False
hoxc3a	0.0	0	20	13	0	0	0.0	0.0	15	0.0142857142857142	3.6388968046486774	0.6632703003337042	202	False	False	False
hoxc6a	0.0	0	20	11	0	0	0.0	0.0	13	0.02	1.43238110936819	0.5858064516129032	203	False	False	False
myf5	0.0	0	20	10	0	0	0.0	0.0	16	0.01	1.6692227884353372	0.5398442714126808	204	False	False	False
her1	0.0	0	20	9	0	0	0.0	0.0	12	0.01	2.8921901439215816	0.5277419354838709	205	False	False	False
otx2b	0.0	0	20	9	0	0	0.0	0.0	16	0.0166666666666666	3.0515135202330557	0.5927474972191323	206	False	False	False
eppk1	0.0	0	20	8	0	0	0.0	0.0	20	0.00625	2.5539317211732806	0.4927252502780868	207	False	False	False
meox1	0.0	0	20	8	0	0	0.0	0.0	11	0.0499999999999999	7.469689472526233	0.5717463848720801	208	False	False	False
tp63	0.0	0	20	8	0	0	0.0	0.0	19	0.0083333333333333	5.001324371289031	0.6052057842046719	209	False	False	False
otx1	0.0	0	20	7	0	0	0.0	0.0	9	0.0333333333333333	2.966223387843143	0.5287652947719689	210	False	False	False
elf1	0.0	0	20	6	0	0	0.0	0.0	10	0.0166666666666666	3.888634053737933	0.7575083426028921	211	False	False	False
her7	0.0	0	20	6	0	0	0.0	0.0	10	0.02	0.7518921578374771	0.327741935483871	212	False	False	False
hoxc8a	0.0	0	20	6	0	0	0.0	0.0	15	0.0142857142857142	0.8517502320276719	0.39813125695216905	213	False	False	False
hoxb7a	0.0	0	20	5	0	0	0.0	0.0	4	0.0333333333333333	1.3458766653551348	0.5441156840934371	214	False	False	False
msgn1	0.0	0	20	5	0	0	0.0	0.0	5	0.05	11.355979537673877	0.45441601779755286	215	False	False	False
perp	0.0	0	20	5	0	0	0.0	0.0	7	0.0166666666666666	6.6033788240426325	0.9151501668520579	216	False	False	False
prickle1b	0.0	0	20	5	0	0	0.0	0.0	7	0.025	7.446596219925964	0.8095661846496107	217	False	False	False
sox13	0.0	0	20	5	0	0	0.0	0.0	5	0.02	3.9248605898474547	0.6347942157953281	218	False	False	False
tbx6	0.0	0	20	5	0	0	0.0	0.0	2	0.1	5.8202473345227475	0.6013793103448276	219	False	False	False
hoxb9a	0.0	0	20	4	0	0	0.0	0.0	4	0.025	2.0899813512409446	0.5085205784204672	220	False	False	False
rasgef1ba	0.0	0	20	4	0	0	0.0	0.0	4	0.05	3.961279822679221	0.7924360400444939	221	False	False	False
six7	0.0	0	20	4	0	0	0.0	0.0	3	0.0333333333333333	3.128632320117588	0.539265850945495	222	False	False	False
sox11a	0.0	0	20	4	0	0	0.0	0.0	12	0.02	13.61958366440794	0.876662958843159	223	False	False	False
sox19a	0.0	0	20	4	0	0	0.0	0.0	5	0.025	19.937469130425704	0.7947052280311457	224	False	False	False
tbx16l	0.0	0	20	4	0	0	0.0	0.0	3	0.05	6.549684631591998	0.5696551724137932	225	False	False	False
zeb2b	0.0	0	20	4	0	0	0.0	0.0	8	0.025	1.1624511828172353	0.4867185761957731	226	False	False	False
cdh1	0.0	0	20	3	0	0	0.0	0.0	3	0.0333333333333333	10.509305386658397	0.8999777530589544	227	False	False	False
efemp2b	0.0	0	20	3	0	0	0.0	0.0	1	0.1	17.951403308423803	0.8626918798665184	228	False	False	False
her8a	0.0	0	20	3	0	0	0.0	0.0	3	0.05	6.883856188116963	0.8554838709677419	229	False	False	False
lgals3b	0.0	0	20	3	0	0	0.0	0.0	4	0.0333333333333333	1.1964626717089475	0.5149276974416018	230	False	False	False
rab11fip4a	0.0	0	20	3	0	0	0.0	0.0	8	0.025	3.294620450319202	0.7298331479421579	231	False	False	False
six4a	0.0	0	20	3	0	0	0.0	0.0	10	0.0333333333333333	1.9078940019096504	0.49441601779755284	232	False	False	False
tcf7	0.0	0	20	3	0	0	0.0	0.0	2	0.1	5.008071557633839	0.8782647385984427	233	False	False	False
trps1	0.0	0	20	3	0	0	0.0	0.0	6	0.0333333333333333	4.3479652535607745	0.8784872080088988	234	False	False	False
uncx4.1	0.0	0	20	3	0	0	0.0	0.0	6	0.02	1.7682952419291846	0.36235817575083423	235	False	False	False
zeb1b	0.0	0	20	3	0	0	0.0	0.0	8	0.025	7.556747440791946	0.8591768631813126	236	False	False	False
cdx1a	0.0	0	20	2	0	0	0.0	0.0	2	0.1	1.4191169126268506	0.40867630700778645	237	False	False	False
ets2	0.0	0	20	2	0	0	0.0	0.0	10	0.0333333333333333	0.7736709091607933	0.39234705228031147	238	False	False	False
meis3	0.0	0	20	2	0	0	0.0	0.0	2	0.1	4.188897296484523	0.5874527252502781	239	False	False	False
snai1a	0.0	0	20	2	0	0	0.0	0.0	4	0.0333333333333333	4.637343780831619	0.7426918798665183	240	False	False	False
sp5l	0.0	0	20	2	0	0	0.0	0.0	2	0.05	13.44071866738234	0.9636929922135706	241	False	False	False
zfand5a	0.0	0	20	2	0	0	0.0	0.0	3	0.05	3.9917431320104417	0.8876084538375973	242	False	False	False
arl4d	0.0	0	20	1	0	0	0.0	0.0	1	0.1	4.2333322704643255	0.772547274749722	243	False	False	False
bmp7a	0.0	0	20	1	0	0	0.0	0.0	1	0.1	2.8441331832281356	0.6295884315906563	244	False	False	False
cfl1l	0.0	0	20	1	0	0	0.0	0.0	15	0.025	1.9118813995877915	0.6880533926585094	245	False	False	False
etv4	0.0	0	20	1	0	0	0.0	0.0	1	0.1	9.297122213623698	0.8799110122358176	246	False	False	False
eve1	0.0	0	20	1	0	0	0.0	0.0	0	0.25	2.048480470805465	0.6518798665183537	247	False	False	False
flrt3	0.0	0	20	1	0	0	0.0	0.0	8	0.02	11.752357002886665	0.9031813125695217	248	False	False	False
gapdh	0.0	0	20	1	0	0	0.0	0.0	3	0.05	0.8835454927951539	0.5012235817575084	249	False	False	False
itm2cb	0.0	0	20	1	0	0	0.0	0.0	2	0.05	1.444644262679236	0.6303893214682981	250	False	False	False
lef1	0.0	0	20	1	0	0	0.0	0.0	0	0.2	3.6185150051769575	0.7309899888765294	251	False	False	False
mcm3	0.0	0	20	1	0	0	0.0	0.0	5	0.0333333333333333	24.91274128486228	0.9843381535038932	252	False	False	False
nasp	0.0	0	20	1	0	0	0.0	0.0	2	0.1	9.688371117183877	0.9045161290322581	253	False	False	False
nsd2	0.0	0	20	1	0	0	0.0	0.0	1	0.1	7.561993875872437	0.9199555061179088	254	False	False	False
pbx1b	0.0	0	20	1	0	0	0.0	0.0	1	0.1	1.3758447442527635	0.6117908787541713	255	False	False	False
raraa	0.0	0	20	1	0	0	0.0	0.0	0	0.6666666666666666	4.850926638243834	0.758309232480534	256	False	False	False
ripply1	0.0	0	20	1	0	0	0.0	0.0	1	0.1	1.5273465081679956	0.6088097886540601	257	False	False	False
rnd1b	0.0	0	20	1	0	0	0.0	0.0	14	0.025	0.9277442372336964	0.4892992213570634	258	False	False	False
tagln2	0.0	0	20	1	0	0	0.0	0.0	2	0.1	2.6893318064955407	0.5874082313681869	259	False	False	False
tbxtb	0.0	0	20	1	0	0	0.0	0.0	2	0.1	2.0077695408031113	0.46371523915461627	260	False	False	False
tuba1a	0.0	0	20	1	0	0	0.0	0.0	1	0.1	14.926383266985772	0.905984427141268	261	False	False	False
C7H16orf87	0.0	0	20	0	0	0	0.0	0.0	1	0.1	0.6962145952847988	0.5072302558398221	262	False	False	False
PCDH8	0.0	0	20	0	0	0	0.0	0.0	5	0.05	0.22681114887601264	0.1978642936596218	263	False	False	False
ackr3b	0.0	0	20	0	0	0	0.0	0.0	1	0.1	3.0634919159732514	0.7594215795328142	264	False	False	False
acvr1ba	0.0	0	20	0	0	0	0.0	0.0	0	0.2249999999999999	1.3174869846074293	0.6885873192436041	265	False	False	False
add3b	0.0	0	19	0	0	0	0.0	0.0	1	0.095	2.257039409394628	0.8134371523915461	266	False	False	False
ahi1	0.0	0	8	0	0	0	0.0	0.0	1	0.04	3.091221750073485	0.892769744160178	267	False	False	False
apex1	0.0	0	20	0	0	0	0.0	0.0	0	0.4	0.37724508951450225	0.3178197997775306	268	False	False	False
aplnrb	0.0	0	20	0	0	0	0.0	0.0	1	0.1	0.655054932120496	0.4815572858731924	269	False	False	False
apoc1	0.0	0	20	0	0	0	0.0	0.0	0	0.25	2.3079963801864074	0.5455839822024472	270	False	False	False
arf5	0.0	0	20	0	0	0	0.0	0.0	0	0.4	2.630806229148334	0.8268298109010012	271	False	False	False
arhgap5	0.0	0	20	0	0	0	0.0	0.0	0	0.2777777777777778	3.522422075437037	0.9218242491657397	272	False	False	False
arl4aa	0.0	0	20	0	0	0	0.0	0.0	12	0.02	0.5918167579539548	0.42985539488320357	273	False	False	False
arl4ab	0.0	0	20	0	0	0	0.0	0.0	3	0.0999999999999999	0.9217197816550055	0.45882091212458287	274	False	False	False
arl6ip5a	0.0	0	20	0	0	0	0.0	0.0	8	0.02	0.5971154352325875	0.4440934371523915	275	False	False	False
atoh1c	0.0	0	20	0	0	0	0.0	0.0	0	0.5	0.16590047800431124	0.13806451612903226	276	False	False	False
aurkb	0.0	0	20	0	0	0	0.0	0.0	0	0.2	7.248198561338065	0.9359733036707453	277	False	False	False
axin2	0.0	0	20	0	0	0	0.0	0.0	0	0.2	1.1789031490775166	0.5719688542825362	278	False	False	False
baz1b	0.0	0	20	0	0	0	0.0	0.0	9	0.0333333333333333	1.9566710773290885	0.7513681868743047	279	False	False	False
bcl2l1	0.0	0	20	0	0	0	0.0	0.0	9	0.025	2.7498447246010143	0.8575305895439377	280	False	False	False
brd2a	0.0	0	12	0	0	0	0.0	0.0	0	0.585	13.081638616194772	0.9923025583982202	281	False	False	False
c1qbp	0.0	0	11	0	0	0	0.0	0.0	0	0.11	7.742959048155505	0.9705450500556173	282	False	False	False
cbx3a	0.0	0	16	0	0	0	0.0	0.0	0	0.5066666666666667	9.376807611387765	0.9844716351501669	283	False	False	False
cbx5	0.0	0	20	0	0	0	0.0	0.0	0	0.5	8.58100864385131	0.9821579532814239	284	False	False	False
ccne2	0.0	0	20	0	0	0	0.0	0.0	3	0.05	0.4819470097693462	0.3635150166852058	285	False	False	False
ccnf	0.0	0	13	0	0	0	0.0	0.0	0	0.13	7.784224846213295	0.9251612903225807	286	False	False	False
ccng1	0.0	0	14	0	0	0	0.0	0.0	0	0.8081818181818182	8.669503222694512	0.9832703003337041	287	False	False	False
cdc14b	0.0	0	20	0	0	0	0.0	0.0	0	0.55	6.876069075520867	0.9576863181312569	288	False	False	False
cdc42ep4a	0.0	0	20	0	0	0	0.0	0.0	7	0.0333333333333333	0.6850139188643559	0.4861401557285873	289	False	False	False
cdca8	0.0	0	20	0	0	0	0.0	0.0	0	0.26	3.25941081354324	0.884182424916574	290	False	False	False
cdh2	0.0	0	12	0	0	0	0.0	0.0	0	0.54	3.764535411407506	0.8175305895439378	291	False	False	False
cdkn1ca	0.0	0	20	0	0	0	0.0	0.0	8	0.0875	4.929019571588412	0.8767519466073415	292	False	False	False
cdt1	0.0	0	17	0	0	0	0.0	0.0	0	0.765	6.740320688023559	0.9449610678531702	293	False	False	False
cenpf	0.0	0	20	0	0	0	0.0	0.0	0	0.15	3.744204984400723	0.8309677419354838	294	False	False	False
chaf1a	0.0	0	20	0	0	0	0.0	0.0	0	0.5166666666666667	3.085623571062932	0.862825361512792	295	False	False	False
cldnd	0.0	0	20	0	0	0	0.0	0.0	0	0.7470588235294118	0.6927903432412181	0.48591768631813126	296	False	False	False
clocka	0.0	0	20	0	0	0	0.0	0.0	0	0.25	0.8418517432534431	0.5666295884315906	297	False	False	False
cmtm6	0.0	0	16	0	0	0	0.0	0.0	0	0.6666666666666666	0.8762266731933311	0.5579977753058954	298	False	False	False
coq10b	0.0	0	20	0	0	0	0.0	0.0	1	0.1	0.5445356572844552	0.4277641824249166	299	False	False	False
cst3	0.0	0	20	0	0	0	0.0	0.0	5	0.025	1.5041332786240154	0.5794883203559511	300	False	False	False
ctcf	0.0	0	20	0	0	0	0.0	0.0	1	0.1	26.8853779387003	0.9959065628476085	301	False	False	False
cth1	0.0	0	20	0	0	0	0.0	0.0	0	0.4499999999999999	0.9854992678650142	0.6086318131256953	302	False	False	False
cux1a	0.0	0	20	0	0	0	0.0	0.0	4	0.05	1.078538525846731	0.5860734149054505	303	False	False	False
cxcl12b	0.0	0	20	0	0	0	0.0	0.0	15	0.02	0.5058100295989331	0.3967519466073415	304	False	False	False
dand5	0.0	0	20	0	0	0	0.0	0.0	1	0.1	0.362506438119818	0.3225806451612903	305	False	False	False
dharma	0.0	0	20	0	0	0	0.0	0.0	0	0.1999999999999999	0.4439507448623144	0.367119021134594	306	False	False	False
dkk1b	0.0	0	20	0	0	0	0.0	0.0	11	0.02	0.4858046818822389	0.29294771968854283	307	False	False	False
dlgap5	0.0	0	20	0	0	0	0.0	0.0	0	0.8666666666666667	15.303045419967695	0.9816240266963292	308	False	False	False
dnmt3bb.2	0.0	0	19	0	0	0	0.0	0.0	1	0.095	3.0753023731663283	0.8725695216907675	309	False	False	False
drll.2	0.0	0	20	0	0	0	0.0	0.0	0	0.4499999999999999	1.4158735898132722	0.6995773081201335	310	False	False	False
drll.3	0.0	0	16	0	0	0	0.0	0.0	0	0.24	0.5288310858085058	0.37770856507230255	311	False	False	False
dscc1	0.0	0	20	0	0	0	0.0	0.0	0	0.1727272727272727	0.5686248100810556	0.43123470522803115	312	False	False	False
dync1li1	0.0	0	10	0	0	0	0.0	0.0	2	0.05	1.1478570421951808	0.6353281423804227	313	False	False	False
dynll1	0.0	0	20	0	0	0	0.0	0.0	0	0.7058823529411765	1.9551403640920928	0.6824916573971079	314	False	False	False
dynll2b	0.0	0	20	0	0	0	0.0	0.0	2	0.1	0.5908587971511384	0.4526362625139043	315	False	False	False
ednraa	0.0	0	20	0	0	0	0.0	0.0	9	0.0125	0.486890026784207	0.38028921023359286	316	False	False	False
efnb2a	0.0	0	20	0	0	0	0.0	0.0	0	0.15	3.2293717774492254	0.6734593993325918	317	False	False	False
egln1b	0.0	0	20	0	0	0	0.0	0.0	3	0.0333333333333333	2.6290786805694735	0.8590433815350389	318	False	False	False
elob	0.0	0	20	0	0	0	0.0	0.0	0	0.7055555555555555	0.7859259450487368	0.49192436040044496	319	False	False	False
epcam	0.0	0	20	0	0	0	0.0	0.0	4	0.05	0.354605218304747	0.2728364849833148	320	False	False	False
epha2a	0.0	0	20	0	0	0	0.0	0.0	0	0.175	14.613814134297822	0.9153726362625139	321	False	False	False
erf	0.0	0	20	0	0	0	0.0	0.0	1	0.1	5.038018508717367	0.9430033370411568	322	False	False	False
esrra	0.0	0	20	0	0	0	0.0	0.0	0	0.6625000000000001	2.3360025710779433	0.7789988876529477	323	False	False	False
etv5b	0.0	0	20	0	0	0	0.0	0.0	0	0.4	19.198231397968467	0.9563515016685206	324	False	False	False
fnbp1l	0.0	0	20	0	0	0	0.0	0.0	3	0.0999999999999999	1.3167231010000053	0.672258064516129	325	False	False	False
fosab	0.0	0	20	0	0	0	0.0	0.0	0	0.5	0.4913851398512432	0.3742825361512792	326	False	False	False
foxn2b	0.0	0	20	0	0	0	0.0	0.0	1	0.1	2.028647078713969	0.7909677419354839	327	False	False	False
foxp2	0.0	0	20	0	0	0	0.0	0.0	0	0.8149999999999998	1.6529835711970597	0.6807563959955506	328	False	False	False
fzd7a	0.0	0	20	0	0	0	0.0	0.0	1	0.1	31.445935747774246	0.9929699666295885	329	False	False	False
fzd7b	0.0	0	20	0	0	0	0.0	0.0	3	0.0666666666666666	1.299764641985589	0.6828031145717464	330	False	False	False
gmnn	0.0	0	20	0	0	0	0.0	0.0	1	0.1	2.6641726353370667	0.8490767519466074	331	False	False	False
gpr137bb	0.0	0	20	0	0	0	0.0	0.0	0	0.99	1.321661420393012	0.6402669632925473	332	False	False	False
h1-0	0.0	0	20	0	0	0	0.0	0.0	0	0.3999999999999999	4.7947957604927	0.8658509454949944	333	False	False	False
hells	0.0	0	20	0	0	0	0.0	0.0	0	0.2	0.7310965831363175	0.5133259176863181	334	False	False	False
her11	0.0	0	20	0	0	0	0.0	0.0	6	0.02	0.33227062905409493	0.2807119021134594	335	False	False	False
her2	0.0	0	20	0	0	0	0.0	0.0	1	0.1	1.0072288150605475	0.6119688542825361	336	False	False	False
her3	0.0	0	20	0	0	0	0.0	0.0	0	0.3666666666666667	0.6404106045807234	0.4460956618464961	337	False	False	False
her5	0.0	0	20	0	0	0	0.0	0.0	2	0.05	1.0683443950792364	0.45170189098998886	338	False	False	False
hes6	0.0	0	20	0	0	0	0.0	0.0	2	0.05	0.5754009200597252	0.4428476084538376	339	False	False	False
hic1l	0.0	0	18	0	0	0	0.0	0.0	1	0.09	1.389839897848532	0.7090100111234705	340	False	False	False
higd1a	0.0	0	20	0	0	0	0.0	0.0	0	0.8	0.2908848809743994	0.27305895439377087	341	False	False	False
igf2bp1	0.0	0	20	0	0	0	0.0	0.0	0	0.6833333333333332	45.52153123815231	0.9990211345939933	342	False	False	False
igfbp1a	0.0	0	20	0	0	0	0.0	0.0	0	0.125	0.6417783151150509	0.4521023359288098	343	False	False	False
irf2a	0.0	0	20	0	0	0	0.0	0.0	0	0.15	0.5523105647702439	0.4246496106785317	344	False	False	False
irx5a	0.0	0	20	0	0	0	0.0	0.0	0	0.2	2.2263050574834518	0.6138820912124583	345	False	False	False
itgb5	0.0	0	20	0	0	0	0.0	0.0	2	0.1	1.6408959981376579	0.7228476084538376	346	False	False	False
kif15	0.0	0	20	0	0	0	0.0	0.0	0	0.25	1.2557382565439748	0.6621579532814238	347	False	False	False
kirrel3l	0.0	0	20	0	0	0	0.0	0.0	0	0.4375	5.507675071246893	0.7179532814238042	348	False	False	False
klf8	0.0	0	20	0	0	0	0.0	0.0	7	0.0333333333333333	3.368705391067594	0.8597997775305896	349	False	False	False
kmt2bb	0.0	0	17	0	0	0	0.0	0.0	0	0.2125	1.164641276118474	0.6707007786429366	350	False	False	False
kmt5aa	0.0	0	20	0	0	0	0.0	0.0	1	0.1	8.03497210736054	0.9825139043381536	351	False	False	False
lamp2	0.0	0	20	0	0	0	0.0	0.0	0	0.2	4.549992575815149	0.904293659621802	352	False	False	False
lft2	0.0	0	20	0	0	0	0.0	0.0	3	0.0333333333333333	0.3491180511933732	0.28805339265850943	353	False	False	False
lratb.1	0.0	0	20	0	0	0	0.0	0.0	4	0.025	0.6275004816921936	0.4333259176863181	354	False	False	False
lratd1	0.0	0	20	0	0	0	0.0	0.0	2	0.1	0.8801738027612007	0.558131256952169	355	False	False	False
mad1l1	0.0	0	6	0	0	0	0.0	0.0	0	0.42	4.193538712436008	0.9322803114571746	356	False	False	False
map1lc3b	0.0	0	15	0	0	0	0.0	0.0	0	0.63	1.5721582388374933	0.7497664071190211	357	False	False	False
map2k6	0.0	0	16	0	0	0	0.0	0.0	1	0.08	5.922818016682654	0.9657397107897664	358	False	False	False
mcm2	0.0	0	18	0	0	0	0.0	0.0	0	0.36	18.80466497639221	0.9714794215795328	359	False	False	False
mcm4	0.0	0	12	0	0	0	0.0	0.0	0	0.12	33.82379423766177	0.9877641824249166	360	False	False	False
mcm5	0.0	0	20	0	0	0	0.0	0.0	0	0.8624999999999999	3.7110943839352606	0.8389321468298109	361	False	False	False
mcm7	0.0	0	20	0	0	0	0.0	0.0	0	0.5555555555555556	31.177742420306846	0.9906562847608453	362	False	False	False
mdm2	0.0	0	19	0	0	0	0.0	0.0	1	0.095	1.4445245419651385	0.6864516129032258	363	False	False	False
meis2a	0.0	0	20	0	0	0	0.0	0.0	0	0.59	4.99237603766093	0.7406451612903225	364	False	False	False
mespaa	0.0	0	20	0	0	0	0.0	0.0	3	0.0666666666666666	0.3422228772889144	0.29588431590656283	365	False	False	False
mespab	0.0	0	20	0	0	0	0.0	0.0	7	0.025	0.24812719289985108	0.1664071190211346	366	False	False	False
mgst3b	0.0	0	20	0	0	0	0.0	0.0	0	0.7000000000000001	0.8450559933299985	0.5375750834260289	367	False	False	False
mibp2	0.0	0	20	0	0	0	0.0	0.0	0	0.5333333333333333	1.7308824649855639	0.738642936596218	368	False	False	False
mixl1	0.0	0	20	0	0	0	0.0	0.0	0	0.25	0.7131418772409579	0.5103448275862069	369	False	False	False
mki67	0.0	0	18	0	0	0	0.0	0.0	0	0.36	18.214112971269447	0.9884315906562847	370	False	False	False
mns1	0.0	0	20	0	0	0	0.0	0.0	1	0.1	0.9118707004513883	0.548698553948832	371	False	False	False
mycb	0.0	0	20	0	0	0	0.0	0.0	5	0.05	0.12817470436650802	0.12805339265850946	372	False	False	False
mycla	0.0	0	20	0	0	0	0.0	0.0	4	0.1	3.6850175349701964	0.8536596218020023	373	False	False	False
nanog	0.0	0	20	0	0	0	0.0	0.0	0	0.75	0.559330859360824	0.43199110122358175	374	False	False	False
nap1l1	0.0	0	20	0	0	0	0.0	0.0	2	0.05	4.952407989909508	0.9081646273637375	375	False	False	False
ncapd2	0.0	0	20	0	0	0	0.0	0.0	0	0.2	7.202311564454487	0.9544827586206897	376	False	False	False
nckap5l	0.0	0	20	0	0	0	0.0	0.0	0	0.125	6.188921457664322	0.9733036707452726	377	False	False	False
ndr1	0.0	0	20	0	0	0	0.0	0.0	1	0.1	0.14002716408089413	0.14847608453837596	378	False	False	False
nip7	0.0	0	20	0	0	0	0.0	0.0	0	0.4666666666666667	0.6119938141341117	0.4646051167964405	379	False	False	False
nkx2.2a	0.0	0	20	0	0	0	0.0	0.0	2	0.05	0.3197761280140794	0.20155728587319244	380	False	False	False
nkx2.5	0.0	0	20	0	0	0	0.0	0.0	0	0.2	0.5624635406456168	0.4366629588431591	381	False	False	False
nr6a1a	0.0	0	20	0	0	0	0.0	0.0	1	0.1	0.9835292185098072	0.6025806451612903	382	False	False	False
oclna	0.0	0	15	0	0	0	0.0	0.0	4	0.0249999999999999	0.7335772512910065	0.4313681868743048	383	False	False	False
pcdh7b	0.0	0	16	0	0	0	0.0	0.0	6	0.016	0.2464367163223111	0.22674082313681868	384	False	False	False
pdap1a	0.0	0	20	0	0	0	0.0	0.0	1	0.1	0.7309920127564307	0.5011790878754171	385	False	False	False
pknox1.1	0.0	0	16	0	0	0	0.0	0.0	0	0.928	2.1086967911523424	0.8164182424916574	386	False	False	False
plagl2	0.0	0	20	0	0	0	0.0	0.0	7	0.025	1.503350152100261	0.6813793103448276	387	False	False	False
plekhg5b	0.0	0	20	0	0	0	0.0	0.0	0	0.2	0.7715415839889671	0.5078086763070078	388	False	False	False
pold3	0.0	0	5	0	0	0	0.0	0.0	0	0.2249999999999999	1.5194915156755227	0.6953503893214683	389	False	False	False
ppan	0.0	0	20	0	0	0	0.0	0.0	2	0.1	1.9602952321188143	0.7596440489432703	390	False	False	False
ppp1r7	0.0	0	20	0	0	0	0.0	0.0	0	0.6615384615384615	0.31395263367447834	0.28854282536151277	391	False	False	False
prox1a	0.0	0	20	0	0	0	0.0	0.0	0	0.15	1.214211612859175	0.5305450500556174	392	False	False	False
ptp4a2b	0.0	0	20	0	0	0	0.0	0.0	3	0.0666666666666666	5.533366884137632	0.95853170189099	393	False	False	False
pttg1	0.0	0	20	0	0	0	0.0	0.0	0	0.4	1.399286017786649	0.6985539488320356	394	False	False	False
rac1a	0.0	0	20	0	0	0	0.0	0.0	1	0.1	6.1570917438573405	0.9605784204671858	395	False	False	False
rasl11b	0.0	0	20	0	0	0	0.0	0.0	4	0.05	1.6820239145570681	0.6957508342602892	396	False	False	False
rbbp4	0.0	0	20	0	0	0	0.0	0.0	3	0.05	11.171640115281342	0.9781535038932146	397	False	False	False
rbm4.3	0.0	0	19	0	0	0	0.0	0.0	0	0.833888888888889	22.269271277047345	0.9810011123470522	398	False	False	False
rbm7	0.0	0	18	0	0	0	0.0	0.0	3	0.045	2.026695328731578	0.8050723025583982	399	False	False	False
rcc1	0.0	0	20	0	0	0	0.0	0.0	0	0.6375	5.17165226273529	0.9332591768631813	400	False	False	False
rdh10b	0.0	0	15	0	0	0	0.0	0.0	0	0.72	0.4616307192259771	0.3597330367074527	401	False	False	False
rhov	0.0	0	20	0	0	0	0.0	0.0	5	0.05	0.6163805032623534	0.42126807563959956	402	False	False	False
