validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
1	0.0	0.002849407959729433	0.002849407959729433	0.0	False
2	0.0	0.007735902909189463	0.007735902909189463	0.0	False
3	0.0	0.004574459046125412	0.004574459046125412	0.0	False
4	0.0	0.0025111206341534853	0.0025111206341534853	0.0	False
