enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.005237845238298178	0.10636750608682632	0.10112966084852815
0	0	0.005237845238298178	0.10636750608682632	0.10112966084852815
0	1	0.0	0.0	0.0
1	all_test	0.005237845238298178	0.006047453265637159	0.0008096080273389816
1	0	0.005237845238298178	0.006047453265637159	0.0008096080273389816
1	1	0.0	0.0	0.0
2	all_test	0.005237845238298178	0.16547729074954987	0.1602394455112517
2	0	0.005237845238298178	0.16547729074954987	0.1602394455112517
2	1	0.0	0.0	0.0
3	all_test	0.005237845238298178	0.005237845238298178	0.0
3	0	0.005237845238298178	0.005237845238298178	0.0
3	1	0.0	0.0	0.0
