validation_fold	global_mse	spatial_mse	relative_gain	improved
0	0.06329380768201709	0.06329380768201709	0.0	False
1	0.2100464338508276	0.2100464338508276	0.0	False
3	0.0712630246470349	0.0712630246470349	0.0	False
4	0.058449799542473556	0.058449799542473556	0.0	False
