model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.05462104256908455	-0.0078070049600291735	0.0		
spatial_mean	0.05462104256908455	-0.0078070049600291735	0.0		
best_single	0.05462104256908455	-0.0078070049600291735	0.0	0.0	
global_elastic_net	0.05462104256908455	-0.0078070049600291735	0.0		[0.0, 0.0, 0.0, 0.0]
