enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.010729829780757427	0.01215370837599039	0.0014238785952329636
0	0	0.0	0.0	0.0
0	1	0.010729829780757427	0.01215370837599039	0.0014238785952329636
1	all_test	0.010729829780757427	0.16042056679725647	0.14969073701649904
1	0	0.0	0.0	0.0
1	1	0.010729829780757427	0.16042056679725647	0.14969073701649904
2	all_test	0.010729829780757427	0.010729829780757427	0.0
2	0	0.0	0.0	0.0
2	1	0.010729829780757427	0.010729829780757427	0.0
3	all_test	0.010729829780757427	0.010729829780757427	0.0
3	0	0.0	0.0	0.0
3	1	0.010729829780757427	0.010729829780757427	0.0
