enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.008350246585905552	0.008886701427400112	0.0005364548414945602
0	0	0.0	0.0	0.0
0	1	0.008350246585905552	0.008886701427400112	0.0005364548414945602
1	all_test	0.008350246585905552	0.1694648265838623	0.16111457999795675
1	0	0.0	0.0	0.0
1	1	0.008350246585905552	0.1694648265838623	0.16111457999795675
2	all_test	0.008350246585905552	0.027742089703679085	0.019391843117773533
2	0	0.0	0.0	0.0
2	1	0.008350246585905552	0.027742089703679085	0.019391843117773533
3	all_test	0.008350246585905552	0.008412553928792477	6.230734288692474e-05
3	0	0.0	0.0	0.0
3	1	0.008350246585905552	0.008412553928792477	6.230734288692474e-05
