model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.002601850273901939	0.9743662217643869	0.9925526435227645		
spatial_mean	0.22875693041630407	-1.2537439924846754	0.0		
best_single	0.0024405680669592387	0.9759551957217236	0.9907747992207149	0.0	
global_elastic_net	0.0026018507926895357	0.9743662166532219	0.9925526437762677		[0.5465191021304173, 0.44116759070320505, 0.0, 0.0]
