enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.007496162783354521	0.007437027525156736	-5.9135258197784424e-05
0	0	0.0	0.0	0.0
0	1	0.007496162783354521	0.007437027525156736	-5.9135258197784424e-05
1	all_test	0.007496162783354521	0.1294875144958496	0.12199135171249509
1	0	0.0	0.0	0.0
1	1	0.007496162783354521	0.1294875144958496	0.12199135171249509
2	all_test	0.007496162783354521	0.017581399530172348	0.010085236746817827
2	0	0.0	0.0	0.0
2	1	0.007496162783354521	0.017581399530172348	0.010085236746817827
3	all_test	0.007496162783354521	0.007496111560612917	-5.122274160385132e-08
3	0	0.0	0.0	0.0
3	1	0.007496162783354521	0.007496111560612917	-5.122274160385132e-08
