model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.04492686362582946	-0.9411458943555162	0.27351717582224544		
spatial_mean	0.04574189889853202	-0.9763609582544328	-3.4207989384998003e-16		
best_single	0.03958676385430716	-0.710417285448578	0.2735173249557549	3.0	
global_elastic_net	0.04492686315765421	-0.9411458741271626	0.2735173249557546		[0.0, 0.0, 0.0, 0.07546822608699905]
