model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.005970925194096082	0.9257052832894078	0.9630231244473156		
spatial_mean	0.08037714445716136	-0.00011254258481252499	0.0		
best_single	0.005896657237737631	0.9266293807448208	0.9630231226070045	1.0	
global_elastic_net	0.005970925226044247	0.9257052828918849	0.9630231226070036		[0.0, 1.247754478449685, 0.0, 0.0]
