epoch	train_loss	validation_loss	train_reconstruction	train_safety	validation_reconstruction	validation_safety
0	0.005354593973606825	0.004109878558665514	0.004724853206425905	0.0006376737728714943	0.003529131645336747	0.0005773056182079017
1	0.005331090651452541	0.004087401553988457	0.004717421717941761	0.000606351881287992	0.0035215020179748535	0.0005484324065037072
2	0.005306940991431475	0.004064269829541445	0.004710149951279163	0.0005734724691137671	0.0035140071995556355	0.0005180390435270965
3	0.005282089579850435	0.004040589090436697	0.004703080747276545	0.0005388458957895637	0.0035067517310380936	0.00048612841055728495
4	0.005256648641079664	0.004016484599560499	0.00469632726162672	0.0005024714628234506	0.0034998490009456873	0.0004527246637735516
5	0.005230758339166641	0.003992099314928055	0.004690017085522413	0.00046437623677775264	0.0034934254363179207	0.0004178609815426171
6	0.005204572807997465	0.003967590164393187	0.0046842871233820915	0.0004245935124345124	0.003487612120807171	0.0003815893142018467
7	0.00517826434224844	0.003943139687180519	0.004679281730204821	0.00038318056613206863	0.0034825503826141357	0.00034399013384245336
8	0.005152032244950533	0.003918945323675871	0.0046751536428928375	0.00034022610634565353	0.003478383645415306	0.00030517001869156957
9	0.005126093979924917	0.0038952184841036797	0.004672059789299965	0.00029585231095552444	0.00347525835968554	0.000265256327111274
10	0.005100676789879799	0.003872174769639969	0.004670155234634876	0.00025020111934281886	0.0034733142238110304	0.00022439453459810466
11	0.005078743677586317	0.0038541073445230722	0.004669592250138521	0.00020888540893793106	0.003472628304734826	0.00019096648611593992
12	0.005065890960395336	0.003842465579509735	0.004670397378504276	0.00018298951908946037	0.0034731621854007244	0.00016793524264357984
13	0.005055055022239685	0.0038326934445649385	0.004672523122280836	0.0001584724523127079	0.0034748511388897896	0.00014630620717070997
14	0.005046222358942032	0.0038297532591968775	0.004675887990742922	0.000135454538394697	0.003477589227259159	0.00013620019308291376
15	0.005050120875239372	0.003835296491160989	0.0046803634613752365	0.00013563354150392115	0.0034803745802491903	0.00014270408428274095
16	0.005061144474893808	0.0038373663555830717	0.0046846335753798485	0.00015019364946056157	0.003481372492387891	0.00014525842561852187
17	0.005072765052318573	0.003835837822407484	0.004686358384788036	0.00017042458057403564	0.0034804644528776407	0.00014393772289622575
18	0.005072116386145353	0.0038317490834742785	0.004685480147600174	0.0001708008348941803	0.003478198777884245	0.00013985935947857797
19	0.005062095355242491	0.003826356027275324	0.004682742990553379	0.00015577898011542857	0.00347525835968554	0.00013430012040771544
20	0.005047929938882589	0.0038203715812414885	0.0046790293417871	0.00013418654270935804	0.0034720420371741056	0.00012794094800483435
21	0.005040363874286413	0.0038178786635398865	0.004674829076975584	0.00012658807099796832	0.003469157498329878	0.00012789410538971424
22	0.005034127272665501	0.003820409532636404	0.004670992959290743	0.00012091035023331642	0.0034666266292333603	0.00013719018897973
23	0.0050334567204117775	0.0038226433098316193	0.004667551256716251	0.00012557953596115112	0.0034646226558834314	0.000144952951814048
24	0.00503521878272295	0.003824417944997549	0.00466481689363718	0.00013382034376263618	0.0034629933070391417	0.00015115729183889925
25	0.005036626011133194	0.003825622145086527	0.004662614315748215	0.00014040413952898234	0.003461621468886733	0.00015580980107188225
26	0.005037550814449787	0.0038261914160102606	0.00466080941259861	0.0001453380100429058	0.0034604205284267664	0.00015894649550318718
27	0.005037912167608738	0.003826093627139926	0.004659298807382584	0.00014865826233290136	0.003459329018369317	0.00016062073700595647
28	0.005037667695432901	0.0038253297097980976	0.0046580093912780285	0.00015042154700495303	0.0034583071246743202	0.0001609067403478548
29	0.0050368099473416805	0.0038239234127104282	0.004656890872865915	0.00015070549852680415	0.0034573329612612724	0.00015989058010745794
30	0.005035356618463993	0.003821917111054063	0.004655911587178707	0.00014960215776227415	0.003456396982073784	0.0001576683425810188
31	0.005033344961702824	0.003819368313997984	0.004655054770410061	0.00014721341722179204	0.0034555017482489347	0.00015434538363479078
