validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.0	0.047102753072977066	0.047102753072977066	0.0	False
1	0.0	0.1385132223367691	0.1385132223367691	0.0	False
2	1.0	0.039495598524808884	0.0420999750494957	-0.06594093143939972	False
3	1.0	0.058201853185892105	0.06699221581220627	-0.15103234350681305	False
