validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.0	0.0016869367100298405	0.0016869367100298405	0.0	False
1	0.028025075793266296	0.005026747472584248	0.005262089893221855	-0.04681803286075592	False
3	0.0	0.004582659807056189	0.004582659807056189	0.0	False
4	0.0	0.0022016314323991537	0.0022016314323991537	0.0	False
