enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.03970828652381897	0.04496842622756958	0.00526013970375061
0	0	0.03593522682785988	0.07635876536369324	0.04042353853583336
0	1	0.04473903402686119	0.0031146323308348656	-0.041624401696026325
1	all_test	0.03970828652381897	0.02650081366300583	-0.013207472860813141
1	0	0.03593522682785988	0.004369631409645081	-0.0315655954182148
1	1	0.04473903402686119	0.05600905418395996	0.01127002015709877
2	all_test	0.03970828652381897	0.03968474268913269	-2.3543834686279297e-05
2	0	0.03593522682785988	0.035913318395614624	-2.1908432245254517e-05
2	1	0.04473903402686119	0.044713303446769714	-2.573058009147644e-05
3	all_test	0.03970828652381897	0.017700403928756714	-0.022007882595062256
3	0	0.03593522682785988	0.015062709338963032	-0.020872517488896847
3	1	0.04473903402686119	0.02121732570230961	-0.023521708324551582
