model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.004298190174696792	0.8104662107408084	0.9664652125253653		
spatial_mean	0.025708392540154428	-0.1336420344039182	0.0		
best_single	0.03351096879306615	-0.4777058806022698	0.018336618599530292	1.0	
global_elastic_net	0.004298188947600627	0.8104662648510679	0.9664652179340057		[0.8065805911596087, 0.8932978791683233, 0.0, 0.14486255692212405]
