enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.0042981901206076145	0.13477452099323273	0.1304763308726251
0	0	0.0042981901206076145	0.13477452099323273	0.1304763308726251
0	1	0.0	0.0	0.0
1	all_test	0.0042981901206076145	0.004727104213088751	0.0004289140924811363
1	0	0.0042981901206076145	0.004727104213088751	0.0004289140924811363
1	1	0.0	0.0	0.0
2	all_test	0.0042981901206076145	0.0042981901206076145	0.0
2	0	0.0042981901206076145	0.0042981901206076145	0.0
2	1	0.0	0.0	0.0
3	all_test	0.0042981901206076145	0.017438633367419243	0.013140443246811628
3	0	0.0042981901206076145	0.017438633367419243	0.013140443246811628
3	1	0.0	0.0	0.0
