enhancer	domain	baseline_loss	ablated_loss	delta_loss
0	all_test	0.003262571757659316	0.1389400213956833	0.13567744963802397
0	0	0.003262571757659316	0.1389400213956833	0.13567744963802397
0	1	0.0	0.0	0.0
1	all_test	0.003262571757659316	0.003610781626775861	0.0003482098691165447
1	0	0.003262571757659316	0.003610781626775861	0.0003482098691165447
1	1	0.0	0.0	0.0
2	all_test	0.003262571757659316	0.003262571757659316	0.0
2	0	0.003262571757659316	0.003262571757659316	0.0
2	1	0.0	0.0	0.0
3	all_test	0.003262571757659316	0.0037515435833483934	0.0004889718256890774
3	0	0.003262571757659316	0.0037515435833483934	0.0004889718256890774
3	1	0.0	0.0	0.0
