model	mse	r2	pearson	selected_enhancer	coefficients
spatial_attribution	0.05416369971856089	-20.178533555894624	0.0		
spatial_mean	0.05416370147752181	-20.178534243665457	4.980194915068834e-16		
best_single	0.05416370147752181	-20.178534243665457	4.980194915068834e-16	0.0	
global_elastic_net	0.05416370147752181	-20.178534243665457	4.980194915068834e-16		[0.0, 0.0, 0.0, 0.0]
