epoch	train_loss	validation_loss
0	0.001025242730975151	0.0009372016647830606
1	0.0010200983379036188	0.0009322221740148962
2	0.0010149875888600945	0.0009272885508835316
3	0.0010099053615704179	0.0009224358364008367
4	0.0010048859985545278	0.0009177093743346632
5	0.0009999730391427875	0.0009131593396887183
6	0.0009952154941856861	0.0009088395163416862
7	0.0009906664490699768	0.0009048067149706185
8	0.0009863818995654583	0.0009011173970066011
9	0.0009824179578572512	0.0008978279074653983
10	0.000978830736130476	0.0008949900511652231
11	0.0009756736690178514	0.0008926496375352144
12	0.0009729944868013263	0.0008908390300348401
13	0.0009708291618153453	0.0008895685314200819
14	0.0009691943996585906	0.0008888179436326027
15	0.0009680790826678276	0.0008885268471203744
16	0.0009674350148998201	0.0008885871502570808
17	0.0009671691805124283	0.0008888463489711285
18	0.0009671468869782984	0.0008891288889572024
19	0.0009672082378529012	0.0008892723126336932
20	0.0009672026499174535	0.0008891620091162622
21	0.0009670188883319497	0.000888744427356869
22	0.0009666018886491656	0.0008880228269845247
23	0.0009659468778409064	0.0008870396995916963
24	0.0009650866268202662	0.0008858599467203021
25	0.000964074453804642	0.0008845547563396394
26	0.0009629703708924353	0.0008831919985823333
27	0.0009618321200832725	0.0008818297064863145
28	0.0009607081301510334	0.0008805113611742854
29	0.0009596339077688754	0.0008792666485533118
30	0.0009586319793015718	0.0008781125652603805
31	0.0009577125310897827	0.0008770492859184742
32	0.0009568729437887669	0.0008760701166465878
33	0.000956102681811899	0.0008751602144911885
34	0.0009553856216371059	0.0008743045036680996
35	0.0009547044755890965	0.0008734840666875243
36	0.0009540405590087175	0.0008726809755899012
37	0.0009533755946904421	0.0008718800963833928
38	0.0009526944486424327	0.0008710706024430692
39	0.0009519869927316904	0.0008702452760189772
40	0.0009512470569461584	0.0008694010903127491
41	0.0009504728368483484	0.0008685379289090633
42	0.0009496658458374441	0.0008676583529449999
43	0.0009488306823186576	0.0008667680085636675
44	0.0009479742730036378	0.0008658726583234966
45	0.0009471042430959642	0.0008649778901599348
46	0.0009462285088375211	0.0008640890009701252
47	0.0009453543461859226	0.00086320930859074
48	0.0009444868192076683	0.000862340210005641
49	0.0009436298860237002	0.0008614805992692709
50	0.000942784477956593	0.0008606267510913312
51	0.0009419493144378066	0.0008597747073508799
52	0.0009411221253685653	0.0008589187054894865
53	0.000940298312343657	0.0008580517605878413
54	0.0009394725784659386	0.0008571686339564621
55	0.000938640208914876	0.0008562654256820679
56	0.0009377979440614581	0.0008553402731195092
57	0.0009369435720145702	0.0008543942240066826
58	0.0009360775584354997	0.0008534303051419556
59	0.0009352019988000393	0.0008524535805918276
