validation_fold	candidate_strength	base_mse	calibrated_mse	relative_gain	improved
0	0.08092547953128815	0.04511318355798721	0.026656556874513626	0.4091182351112366	True
1	0.0	0.15954329073429108	0.15954329073429108	0.0	False
3	0.1964506357908249	0.033127281814813614	0.07700443267822266	-1.3245019912719727	False
4	0.13704562187194824	0.043740157037973404	0.06620587408542633	-0.5136176347732544	False
