gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
ZKSCAN7	20	0	0	20	0	0.0	0.0	0.0
CERKL	20	0	0	20	0	0.0	0.0	0.0
INKA2	20	0	0	20	0	0.0	0.0	0.0
ZNF846	20	0	0	20	0	0.0	0.0	0.0
AKTIP	20	0	0	20	0	0.0	0.0	0.0
TLNRD1	20	0	0	20	0	0.0	0.0	0.0
CLN3	16	0	0	16	0	0.0	0.0	0.0
DMAC2L	20	0	0	20	0	0.0	0.0	0.0
UBAC1	20	0	0	20	0	0.0	0.0	0.0
SGPL1	20	0	0	20	0	0.0	0.0	0.0
DNA2	20	0	0	20	0	0.0	0.0	0.0
SPATA24	20	0	0	20	0	0.0	0.0	0.0
ASMTL	7	0	0	7	0	0.0	0.0	0.0
ZNF454	13	0	0	13	0	0.0	0.0	0.0
PHLDA1	20	0	0	20	0	0.0	0.0	0.0
PIP5K1C	20	0	0	20	0	0.0	0.0	0.0
CCN1	20	0	0	20	0	0.0	0.0	0.0
PIWIL4	20	0	0	20	0	0.0	0.0	0.0
SIAE	20	0	0	20	0	0.0	0.0	0.0
BMP2	20	0	0	20	0	0.0	0.0	0.0
PNN	13	0	0	13	0	0.0	0.0	0.0
CUTA	20	0	0	20	0	0.0	0.0	0.0
TUBB4B	20	0	0	20	0	0.0	0.0	0.0
IL10RB	20	0	0	20	0	0.0	0.0	0.0
PFKM	20	0	0	20	0	0.0	0.0	0.0
MYOM2	20	0	0	20	0	0.0	0.0	0.0
CTDNEP1	20	0	0	20	0	0.0	0.0	0.0
GAL	20	0	0	20	0	0.0	0.0	0.0
CLEC12A	16	0	0	16	0	0.0	0.0	0.0
PDLIM2	20	0	0	20	0	0.0	0.0	0.0
BRWD3	9	0	0	9	0	0.0	0.0	0.0
PPP2CA	20	0	0	20	0	0.0	0.0	0.0
ARMT1	20	0	0	20	0	0.0	0.0	0.0
GNPNAT1	20	0	0	20	0	0.0	0.0	0.0
EIF2AK2	19	0	0	19	0	0.0	0.0	0.0
SNAI2	20	0	0	20	0	0.0	0.0	0.0
GRB2	20	0	0	20	0	0.0	0.0	0.0
ADCK1	20	0	0	20	0	0.0	0.0	0.0
NPC2	20	0	0	20	0	0.0	0.0	0.0
DCAF16	20	0	0	20	0	0.0	0.0	0.0
PNPT1	20	0	0	20	0	0.0	0.0	0.0
DRAM2	15	0	0	15	0	0.0	0.0	0.0
HPF1	20	0	0	20	0	0.0	0.0	0.0
CNOT7	20	0	0	20	0	0.0	0.0	0.0
