gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
FRYL	20	0	0	20	0	0.0	0.0	0.0
RET	20	0	0	20	0	0.0	0.0	0.0
IMPG2	20	0	0	20	0	0.0	0.0	0.0
HOXC4	20	0	0	20	0	0.0	0.0	0.0
RNASET2	20	0	0	20	0	0.0	0.0	0.0
CASD1	20	0	0	20	0	0.0	0.0	0.0
COQ8A	20	0	0	20	0	0.0	0.0	0.0
ATP11A	20	0	0	20	0	0.0	0.0	0.0
SMAP1	20	0	0	20	0	0.0	0.0	0.0
FXYD7	20	0	0	20	0	0.0	0.0	0.0
NCOA2	20	0	0	20	0	0.0	0.0	0.0
ADRA1B	20	0	0	20	0	0.0	0.0	0.0
APBA2	20	0	0	20	0	0.0	0.0	0.0
MOB3B	20	0	0	20	0	0.0	0.0	0.0
EHMT1	20	0	0	20	0	0.0	0.0	0.0
GNAI1	20	0	0	20	0	0.0	0.0	0.0
ATP8B4	20	0	0	20	0	0.0	0.0	0.0
IQGAP1	20	0	0	20	0	0.0	0.0	0.0
RAB3GAP2	20	0	0	20	0	0.0	0.0	0.0
PDS5B	20	0	0	20	0	0.0	0.0	0.0
TRERF1	20	0	0	20	0	0.0	0.0	0.0
EBF4	20	0	0	20	0	0.0	0.0	0.0
CNTNAP3B	7	0	0	7	0	0.0	0.0	0.0
RAB6B	20	0	0	20	0	0.0	0.0	0.0
GET1	20	0	0	20	0	0.0	0.0	0.0
HGSNAT	10	0	0	10	0	0.0	0.0	0.0
ACTL6B	20	0	0	20	0	0.0	0.0	0.0
LHFPL5	20	0	0	20	0	0.0	0.0	0.0
SPOCK2	20	0	0	20	0	0.0	0.0	0.0
NGLY1	20	0	0	20	0	0.0	0.0	0.0
RNF11	18	0	0	18	0	0.0	0.0	0.0
PRSS35	17	0	0	17	0	0.0	0.0	0.0
ZNF493	15	0	0	15	0	0.0	0.0	0.0
MEF2A	20	0	0	20	0	0.0	0.0	0.0
DTNBP1	20	0	0	20	0	0.0	0.0	0.0
CFAP299	20	0	0	20	0	0.0	0.0	0.0
ATP9B	20	0	0	20	0	0.0	0.0	0.0
RPL13A	20	0	0	20	0	0.0	0.0	0.0
MAP3K1	20	0	0	20	0	0.0	0.0	0.0
LPIN1	20	0	0	20	0	0.0	0.0	0.0
SHANK1	20	0	0	20	0	0.0	0.0	0.0
KIF11	20	0	0	20	0	0.0	0.0	0.0
GPATCH2	20	0	0	20	0	0.0	0.0	0.0
DCBLD1	20	0	0	20	0	0.0	0.0	0.0
KNL1	20	0	0	20	0	0.0	0.0	0.0
RHEB	20	0	0	20	0	0.0	0.0	0.0
ELK3	20	0	0	20	0	0.0	0.0	0.0
PPP1R9A	20	0	0	20	0	0.0	0.0	0.0
MVB12B	20	0	0	20	0	0.0	0.0	0.0
RASSF8	20	0	0	20	0	0.0	0.0	0.0
AGTR1	20	0	0	20	0	0.0	0.0	0.0
LRRTM1	20	0	0	20	0	0.0	0.0	0.0
SPECC1	20	0	0	20	0	0.0	0.0	0.0
ELN	20	0	0	20	0	0.0	0.0	0.0
RBM11	14	0	1	13	1	0.028205719315707818	0.0	0.019550714819348062
SNTB1	20	0	0	20	0	0.0	0.0	0.0
GRIA3	20	0	0	20	0	0.0	0.0	0.0
GPR85	20	0	0	20	0	0.0	0.0	0.0
RSPH1	20	0	0	20	0	0.0	0.0	0.0
AOPEP	20	0	0	20	0	0.0	0.0	0.0
CAVIN2	20	0	0	20	0	0.0	0.0	0.0
ACHE	20	0	0	20	0	0.0	0.0	0.0
TUBE1	20	0	0	20	0	0.0	0.0	0.0
CFAP61	20	0	0	20	0	0.0	0.0	0.0
BEAN1	20	0	0	20	0	0.0	0.0	0.0
SLAIN1	20	0	0	20	0	0.0	0.0	0.0
SYT6	20	0	1	19	1	0.01086907764855443	0.0	0.0075338705273826235
TNK2	20	0	0	20	0	0.0	0.0	0.0
CCDC171	20	0	0	20	0	0.0	0.0	0.0
DNAJC10	20	0	0	20	0	0.0	0.0	0.0
SERPINI2	20	0	0	20	0	0.0	0.0	0.0
COCH	19	0	0	19	0	0.0	0.0	0.0
CTXND1	20	0	0	20	0	0.0	0.0	0.0
