gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
RAD18	20	0	0	20	0	0.0	0.0	0.0
CYP3A7	13	0	0	13	0	0.0	0.0	0.0
FBLN5	20	0	0	20	0	0.0	0.0	0.0
FAM118B	20	0	0	20	0	0.0	0.0	0.0
GTPBP4	20	0	0	20	0	0.0	0.0	0.0
SHROOM2	20	0	0	20	0	0.0	0.0	0.0
CA1	20	0	0	20	0	0.0	0.0	0.0
RAB43	20	0	0	20	0	0.0	0.0	0.0
FERD3L	12	0	0	12	0	0.0	0.0	0.0
NUP54	20	0	0	20	0	0.0	0.0	0.0
SETD4	20	0	0	20	0	0.0	0.0	0.0
RARG	20	0	0	20	0	0.0	0.0	0.0
YPEL3	20	0	0	20	0	0.0	0.0	0.0
RPL4	20	0	0	20	0	0.0	0.0	0.0
PIP4K2B	20	0	0	20	0	0.0	0.0	0.0
SLC22A6	20	0	0	20	0	0.0	0.0	0.0
SP3	20	0	0	20	0	0.0	0.0	0.0
MIEF2	20	0	0	20	0	0.0	0.0	0.0
NPC1	20	0	0	20	0	0.0	0.0	0.0
MPG	20	0	0	20	0	0.0	0.0	0.0
SIGLEC8	20	0	0	20	0	0.0	0.0	0.0
MEPE	20	0	0	20	0	0.0	0.0	0.0
TMEM179B	20	0	0	20	0	0.0	0.0	0.0
ADAMDEC1	20	0	0	20	0	0.0	0.0	0.0
TMEM237	14	0	0	14	0	0.0	0.0	0.0
NUP85	20	0	0	20	0	0.0	0.0	0.0
EEF2	20	0	0	20	0	0.0	0.0	0.0
LDHAL6A	15	0	0	15	0	0.0	0.0	0.0
MVK	20	0	0	20	0	0.0	0.0	0.0
POLD3	20	0	0	20	0	0.0	0.0	0.0
TOB1	20	0	0	20	0	0.0	0.0	0.0
TAF7	20	0	0	20	0	0.0	0.0	0.0
KY	20	0	0	20	0	0.0	0.0	0.0
LHX2	20	0	0	20	0	0.0	0.0	0.0
NRAS	10	0	0	10	0	0.0	0.0	0.0
RPL7	20	0	0	20	0	0.0	0.0	0.0
BTF3L4	20	0	0	20	0	0.0	0.0	0.0
C12orf56	20	0	0	20	0	0.0	0.0	0.0
CCNB1IP1	17	0	0	17	0	0.0	0.0	0.0
CENPM	20	0	0	20	0	0.0	0.0	0.0
ZNFX1	20	0	0	20	0	0.0	0.0	0.0
COPS5	12	0	0	12	0	0.0	0.0	0.0
GYPA	8	0	0	8	0	0.0	0.0	0.0
SEMA7A	20	0	0	20	0	0.0	0.0	0.0
SNRNP48	20	0	1	19	1	0.01266143405775424	0.0	0.008776237318978019
C14orf28	20	0	0	20	0	0.0	0.0	0.0
KIF12	20	0	0	20	0	0.0	0.0	0.0
MRPS26	20	0	0	20	0	0.0	0.0	0.0
LMF2	20	0	0	20	0	0.0	0.0	0.0
DMAC1	20	0	0	20	0	0.0	0.0	0.0
DYRK3	20	0	0	20	0	0.0	0.0	0.0
TPH2	20	0	0	20	0	0.0	0.0	0.0
ALDH18A1	20	0	0	20	0	0.0	0.0	0.0
TRAF6	20	0	0	20	0	0.0	0.0	0.0
CLCN5	20	0	0	20	0	0.0	0.0	0.0
TST	20	0	0	20	0	0.0	0.0	0.0
HNRNPM	20	0	0	20	0	0.0	0.0	0.0
HRCT1	20	0	0	20	0	0.0	0.0	0.0
ZGPAT	20	0	0	20	0	0.0	0.0	0.0
ZNF674	20	0	1	19	1	0.010860109964726318	0.0	0.007527654602621014
FKBP15	18	0	0	18	0	0.0	0.0	0.0
LACC1	20	0	1	19	1	0.00952466930723043	0.0	0.00660199767607262
GRK2	20	0	0	20	0	0.0	0.0	0.0
KRT72	20	0	0	20	0	0.0	0.0	0.0
TMED10	20	0	0	20	0	0.0	0.0	0.0
STC2	20	0	0	20	0	0.0	0.0	0.0
MOG	20	0	0	20	0	0.0	0.0	0.0
SLCO4A1	20	0	0	20	0	0.0	0.0	0.0
EPHX1	20	0	0	20	0	0.0	0.0	0.0
DACT3	20	0	0	20	0	0.0	0.0	0.0
RTEL1	20	0	0	20	0	0.0	0.0	0.0
CACNA1H	20	0	0	20	0	0.0	0.0	0.0
KLHDC2	20	0	0	20	0	0.0	0.0	0.0
TGDS	20	0	0	20	0	0.0	0.0	0.0
TOP1MT	20	0	0	20	0	0.0	0.0	0.0
ARRDC1	20	0	0	20	0	0.0	0.0	0.0
OST4	20	0	0	20	0	0.0	0.0	0.0
PFDN4	20	0	0	20	0	0.0	0.0	0.0
ZNF766	20	0	0	20	0	0.0	0.0	0.0
CDKN2B	14	0	0	14	0	0.0	0.0	0.0
EIF2A	20	0	0	20	0	0.0	0.0	0.0
NAAA	20	0	0	20	0	0.0	0.0	0.0
CEP41	20	0	0	20	0	0.0	0.0	0.0
ISM2	20	0	0	20	0	0.0	0.0	0.0
HSD17B6	20	0	0	20	0	0.0	0.0	0.0
ASCC2	20	0	0	20	0	0.0	0.0	0.0
OARD1	20	0	0	20	0	0.0	0.0	0.0
NDST2	20	0	0	20	0	0.0	0.0	0.0
MYNN	20	0	0	20	0	0.0	0.0	0.0
ZBTB45	16	0	0	16	0	0.0	0.0	0.0
CFL2	19	0	0	19	0	0.0	0.0	0.0
MAFG	20	0	0	20	0	0.0	0.0	0.0
ZDHHC1	20	0	0	20	0	0.0	0.0	0.0
EFNA4	20	0	0	20	0	0.0	0.0	0.0
CYB5R2	20	0	0	20	0	0.0	0.0	0.0
MMAA	20	0	0	20	0	0.0	0.0	0.0
PPOX	20	0	0	20	0	0.0	0.0	0.0
SF3B3	20	0	0	20	0	0.0	0.0	0.0
LIN7B	20	0	0	20	0	0.0	0.0	0.0
SLC43A3	20	0	0	20	0	0.0	0.0	0.0
TMEM121	20	0	0	20	0	0.0	0.0	0.0
C14orf132	20	0	0	20	0	0.0	0.0	0.0
SLC4A9	20	0	0	20	0	0.0	0.0	0.0
PI4K2A	20	0	0	20	0	0.0	0.0	0.0
ZNF578	14	0	0	14	0	0.0	0.0	0.0
DRICH1	20	0	0	20	0	0.0	0.0	0.0
PCF11	20	0	0	20	0	0.0	0.0	0.0
TOMM40	20	0	0	20	0	0.0	0.0	0.0
GOLGA8N	9	0	0	9	0	0.0	0.0	0.0
NRBP1	20	0	0	20	0	0.0	0.0	0.0
TNFSF15	20	0	0	20	0	0.0	0.0	0.0
CHST14	20	0	0	20	0	0.0	0.0	0.0
STYX	20	0	0	20	0	0.0	0.0	0.0
PGAP2	20	0	0	20	0	0.0	0.0	0.0
PSG11	5	0	0	5	0	0.0	0.0	0.0
SOCS1	20	0	0	20	0	0.0	0.0	0.0
MX1	20	0	0	20	0	0.0	0.0	0.0
MBOAT7	20	0	0	20	0	0.0	0.0	0.0
WDR72	20	0	0	20	0	0.0	0.0	0.0
ZNF582	20	0	0	20	0	0.0	0.0	0.0
TBRG1	20	0	1	19	1	0.006635299889576061	0.0	0.004599239410629363
KCTD6	20	0	0	20	0	0.0	0.0	0.0
DAPK3	20	0	0	20	0	0.0	0.0	0.0
HTRA3	20	0	0	20	0	0.0	0.0	0.0
POLR3GL	20	0	0	20	0	0.0	0.0	0.0
CD8B2	20	0	0	20	0	0.0	0.0	0.0
ABCB4	20	0	0	20	0	0.0	0.0	0.0
PPP6C	20	0	0	20	0	0.0	0.0	0.0
VAMP4	20	0	0	20	0	0.0	0.0	0.0
FAM162A	20	0	0	20	0	0.0	0.0	0.0
APOL4	20	0	0	20	0	0.0	0.0	0.0
MAPK8IP1	20	0	0	20	0	0.0	0.0	0.0
SLC35E4	20	0	0	20	0	0.0	0.0	0.0
ARMH1	20	0	0	20	0	0.0	0.0	0.0
CLDN20	20	0	0	20	0	0.0	0.0	0.0
C15orf61	20	0	0	20	0	0.0	0.0	0.0
CHRNB3	20	0	0	20	0	0.0	0.0	0.0
TRMU	20	0	0	20	0	0.0	0.0	0.0
TBC1D7	20	0	0	20	0	0.0	0.0	0.0
