gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
VPS35	20	0	0	20	0	0.0	0.0	0.0
GPALPP1	20	0	0	20	0	0.0	0.0	0.0
FBXL3	20	0	0	20	0	0.0	0.0	0.0
CASKIN2	20	0	0	20	0	0.0	0.0	0.0
FAM174B	20	0	0	20	0	0.0	0.0	0.0
RPS14	20	0	0	20	0	0.0	0.0	0.0
MRPL19	20	0	0	20	0	0.0	0.0	0.0
ZNF71	20	0	0	20	0	0.0	0.0	0.0
IFI27L2	20	0	0	20	0	0.0	0.0	0.0
FBXO8	20	0	0	20	0	0.0	0.0	0.0
ORC1	17	0	1	16	1	0.008773858362203575	0.0	0.006081575186393707
KLHL35	20	0	0	20	0	0.0	0.0	0.0
KHNYN	20	0	0	20	0	0.0	0.0	0.0
CEP89	20	0	0	20	0	0.0	0.0	0.0
JADE3	20	0	0	20	0	0.0	0.0	0.0
ZNF587B	20	0	0	20	0	0.0	0.0	0.0
PCGF3	20	0	0	20	0	0.0	0.0	0.0
CCDC192	20	0	0	20	0	0.0	0.0	0.0
CYP39A1	20	0	0	20	0	0.0	0.0	0.0
IFIT3	20	0	0	20	0	0.0	0.0	0.0
TBC1D15	20	0	0	20	0	0.0	0.0	0.0
FSBP	20	0	0	20	0	0.0	0.0	0.0
TSPYL1	19	0	0	19	0	0.0	0.0	0.0
PHKA2	20	0	0	20	0	0.0	0.0	0.0
C9orf153	20	0	0	20	0	0.0	0.0	0.0
MINK1	20	0	0	20	0	0.0	0.0	0.0
PACRGL	20	0	0	20	0	0.0	0.0	0.0
OPN5	20	0	0	20	0	0.0	0.0	0.0
ZNF330	20	0	0	20	0	0.0	0.0	0.0
RAB5A	20	0	0	20	0	0.0	0.0	0.0
KIF26A	20	0	0	20	0	0.0	0.0	0.0
TXNRD1	20	0	0	20	0	0.0	0.0	0.0
KCNK3	20	0	0	20	0	0.0	0.0	0.0
RABL2B	20	0	0	20	0	0.0	0.0	0.0
PPP1R10	20	0	0	20	0	0.0	0.0	0.0
KPNA6	20	0	0	20	0	0.0	0.0	0.0
RNF20	20	0	0	20	0	0.0	0.0	0.0
DNMT1	20	0	0	20	0	0.0	0.0	0.0
PDHA1	16	0	0	16	0	0.0	0.0	0.0
USP44	20	0	0	20	0	0.0	0.0	0.0
FAM174A	20	0	0	20	0	0.0	0.0	0.0
REXO5	20	0	0	20	0	0.0	0.0	0.0
MCCC2	20	0	0	20	0	0.0	0.0	0.0
PANX2	20	0	0	20	0	0.0	0.0	0.0
CDCA5	20	0	0	20	0	0.0	0.0	0.0
TXN	20	0	0	20	0	0.0	0.0	0.0
TECPR2	20	0	0	20	0	0.0	0.0	0.0
MTCH1	20	0	0	20	0	0.0	0.0	0.0
HSD17B12	20	0	0	20	0	0.0	0.0	0.0
AP1S2	20	0	0	20	0	0.0	0.0	0.0
CYREN	20	0	0	20	0	0.0	0.0	0.0
RTF2	20	0	0	20	0	0.0	0.0	0.0
POM121	16	0	0	16	0	0.0	0.0	0.0
ZNF429	20	0	0	20	0	0.0	0.0	0.0
ESF1	20	0	0	20	0	0.0	0.0	0.0
FOXP4	20	0	0	20	0	0.0	0.0	0.0
ACTB	20	0	0	20	0	0.0	0.0	0.0
TMEM248	18	0	0	18	0	0.0	0.0	0.0
ZNF469	20	0	0	20	0	0.0	0.0	0.0
DNAJC24	20	0	0	20	0	0.0	0.0	0.0
DNAJB14	17	0	0	17	0	0.0	0.0	0.0
ERG28	20	0	0	20	0	0.0	0.0	0.0
CCDC178	20	0	0	20	0	0.0	0.0	0.0
CIB1	20	0	0	20	0	0.0	0.0	0.0
CMYA5	20	0	0	20	0	0.0	0.0	0.0
OAT	20	0	0	20	0	0.0	0.0	0.0
ZNF214	11	0	0	11	0	0.0	0.0	0.0
GTF2IRD1	20	0	0	20	0	0.0	0.0	0.0
SMIM12	20	0	0	20	0	0.0	0.0	0.0
TRPM4	20	0	0	20	0	0.0	0.0	0.0
APLN	20	0	3	17	1	0.0384982323805868	0.0	0.05336988246229066
COL10A1	20	0	0	20	0	0.0	0.0	0.0
CCR1	14	0	0	14	0	0.0	0.0	0.0
ACAT2	20	0	0	20	0	0.0	0.0	0.0
TMEM184A	20	0	0	20	0	0.0	0.0	0.0
ARHGAP12	20	0	0	20	0	0.0	0.0	0.0
MOBP	20	0	0	20	0	0.0	0.0	0.0
YLPM1	20	0	0	20	0	0.0	0.0	0.0
RAB11FIP1	20	0	0	20	0	0.0	0.0	0.0
LMBRD2	17	0	2	15	1	0.026224063171578098	0.0	0.028810078059104505
PDIA2	20	0	0	20	0	0.0	0.0	0.0
KIF5B	20	0	0	20	0	0.0	0.0	0.0
LATS1	20	0	0	20	0	0.0	0.0	0.0
ZNF140	11	0	0	11	0	0.0	0.0	0.0
PPP1R1C	20	0	0	20	0	0.0	0.0	0.0
WASHC5	20	0	0	20	0	0.0	0.0	0.0
RBBP6	20	0	0	20	0	0.0	0.0	0.0
KCTD7	20	0	0	20	0	0.0	0.0	0.0
CARNMT1	16	0	0	16	0	0.0	0.0	0.0
ALDH9A1	20	0	0	20	0	0.0	0.0	0.0
S100A11	20	0	0	20	0	0.0	0.0	0.0
PRDM4	20	0	0	20	0	0.0	0.0	0.0
LMO2	20	0	0	20	0	0.0	0.0	0.0
HNRNPF	20	0	0	20	0	0.0	0.0	0.0
LARP7	20	0	0	20	0	0.0	0.0	0.0
GPR37	19	0	0	19	0	0.0	0.0	0.0
DHRS12	20	0	0	20	0	0.0	0.0	0.0
BROX	20	0	0	20	0	0.0	0.0	0.0
IFT81	20	0	0	20	0	0.0	0.0	0.0
LENG8	20	0	0	20	0	0.0	0.0	0.0
UBQLN2	4	0	0	4	0	0.0	0.0	0.0
MYZAP	20	0	0	20	0	0.0	0.0	0.0
