gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
SORBS3	20	0	0	20	0	0.0	0.0	0.0
CDC42EP3	20	0	0	20	0	0.0	0.0	0.0
GPR156	20	0	0	20	0	0.0	0.0	0.0
LUC7L2	20	0	0	20	0	0.0	0.0	0.0
RASSF10	20	0	0	20	0	0.0	0.0	0.0
GAB2	20	0	0	20	0	0.0	0.0	0.0
WDR37	20	0	0	20	0	0.0	0.0	0.0
CABIN1	20	0	0	20	0	0.0	0.0	0.0
RAD51AP1	20	0	0	20	0	0.0	0.0	0.0
PHLPP2	20	0	1	19	1	0.008337260089566945	0.0	0.005778948324678285
DLG5	20	0	0	20	0	0.0	0.0	0.0
TMEM268	20	0	0	20	0	0.0	0.0	0.0
AFF4	20	0	0	20	0	0.0	0.0	0.0
FGF17	20	0	0	20	0	0.0	0.0	0.0
ARHGAP21	20	0	0	20	0	0.0	0.0	0.0
FGFR1OP2	20	0	0	20	0	0.0	0.0	0.0
OPA1	20	0	0	20	0	0.0	0.0	0.0
GPLD1	20	0	0	20	0	0.0	0.0	0.0
FAM167A	20	0	0	20	0	0.0	0.0	0.0
KATNAL1	20	0	0	20	0	0.0	0.0	0.0
MDK	20	0	1	19	1	0.00534816213088454	0.0	0.003707063502200088
TMEM168	20	0	0	20	0	0.0	0.0	0.0
FANCC	20	0	0	20	0	0.0	0.0	0.0
BAMBI	20	0	0	20	0	0.0	0.0	0.0
SLC36A1	20	0	0	20	0	0.0	0.0	0.0
MSANTD3	20	0	2	18	1	0.019410748211994983	0.0	0.021324886517940227
STRN3	20	0	0	20	0	0.0	0.0	0.0
RHPN2	20	0	0	20	0	0.0	0.0	0.0
LGALS3	20	0	0	20	0	0.0	0.0	0.0
TAF15	20	0	0	20	0	0.0	0.0	0.0
BBS2	20	0	0	20	0	0.0	0.0	0.0
TRPV2	20	0	0	20	0	0.0	0.0	0.0
VWA2	20	0	0	20	0	0.0	0.0	0.0
FKBP9	20	0	0	20	0	0.0	0.0	0.0
SLC27A2	20	0	0	20	0	0.0	0.0	0.0
RBFA	20	0	0	20	0	0.0	0.0	0.0
BRF1	20	0	0	20	0	0.0	0.0	0.0
TXNDC15	20	0	0	20	0	0.0	0.0	0.0
FBRSL1	20	0	0	20	0	0.0	0.0	0.0
TAB2	20	0	0	20	0	0.0	0.0	0.0
SCAF8	20	0	0	20	0	0.0	0.0	0.0
AHNAK2	20	0	0	20	0	0.0	0.0	0.0
MIB1	20	0	0	20	0	0.0	0.0	0.0
HSPA5	20	0	0	20	0	0.0	0.0	0.0
CSF1R	20	0	7	13	1	0.18997916943181442	0.0	0.3950505769703469
C1GALT1	18	0	0	18	0	0.0	0.0	0.0
PAN3	20	0	0	20	0	0.0	0.0	0.0
LEMD3	20	0	0	20	0	0.0	0.0	0.0
TPM1	20	0	0	20	0	0.0	0.0	0.0
SRGAP2	20	0	0	20	0	0.0	0.0	0.0
ZRANB2	20	0	0	20	0	0.0	0.0	0.0
GLYATL1	20	0	0	20	0	0.0	0.0	0.0
TRIM5	20	0	0	20	0	0.0	0.0	0.0
CYB561	20	0	0	20	0	0.0	0.0	0.0
ATP13A3	20	0	0	20	0	0.0	0.0	0.0
LNPEP	20	0	0	20	0	0.0	0.0	0.0
KPNA1	20	0	0	20	0	0.0	0.0	0.0
DAB2	16	0	0	16	0	0.0	0.0	0.0
GYPE	6	0	0	6	0	0.0	0.0	0.0
ZFP30	19	0	0	19	0	0.0	0.0	0.0
NFKB1	20	0	1	19	1	0.02712473455705977	0.0	0.018801433281662897
ZMAT1	8	0	0	8	0	0.0	0.0	0.0
AGFG1	20	0	0	20	0	0.0	0.0	0.0
WASHC3	18	0	0	18	0	0.0	0.0	0.0
PRPSAP2	20	0	0	20	0	0.0	0.0	0.0
SMARCAD1	12	0	0	12	0	0.0	0.0	0.0
ARL17A	6	0	0	6	0	0.0	0.0	0.0
IPMK	20	0	0	20	0	0.0	0.0	0.0
TAF4	20	0	0	20	0	0.0	0.0	0.0
OSR1	20	0	0	20	0	0.0	0.0	0.0
XKR9	12	0	0	12	0	0.0	0.0	0.0
FAM171A2	20	0	0	20	0	0.0	0.0	0.0
THEM4	20	0	0	20	0	0.0	0.0	0.0
ECT2	20	0	0	20	0	0.0	0.0	0.0
JPH1	20	0	0	20	0	0.0	0.0	0.0
GTSE1	20	0	0	20	0	0.0	0.0	0.0
PPP2R2A	20	0	0	20	0	0.0	0.0	0.0
CLHC1	20	0	0	20	0	0.0	0.0	0.0
SMCHD1	20	0	0	20	0	0.0	0.0	0.0
