gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
AGBL1	20	0	0	20	0	0.0	0.0	0.0
GSTA4	17	0	0	17	0	0.0	0.0	0.0
UGCG	20	0	0	20	0	0.0	0.0	0.0
PCP4	20	0	0	20	0	0.0	0.0	0.0
MAP3K8	20	0	0	20	0	0.0	0.0	0.0
GAREM1	20	0	0	20	0	0.0	0.0	0.0
LHX5	20	0	0	20	0	0.0	0.0	0.0
BHLHE22	20	0	0	20	0	0.0	0.0	0.0
SEMA6A	20	0	0	20	0	0.0	0.0	0.0
ATP1A1	20	0	0	20	0	0.0	0.0	0.0
MLLT10	20	0	0	20	0	0.0	0.0	0.0
CEP85L	20	0	0	20	0	0.0	0.0	0.0
GMDS	20	0	0	20	0	0.0	0.0	0.0
UNC13A	20	0	0	20	0	0.0	0.0	0.0
CDH23	20	0	0	20	0	0.0	0.0	0.0
ANKRD36B	14	0	0	14	0	0.0	0.0	0.0
PAPPA	20	0	3	17	1	0.025478439894450547	0.0	0.035320617555808856
SLC1A6	20	0	0	20	0	0.0	0.0	0.0
SCRG1	20	0	0	20	0	0.0	0.0	0.0
PRKAR1B	20	0	0	20	0	0.0	0.0	0.0
TSPAN5	20	0	0	20	0	0.0	0.0	0.0
SEZ6L	20	0	0	20	0	0.0	0.0	0.0
RNLS	20	0	0	20	0	0.0	0.0	0.0
RRAS2	20	0	0	20	0	0.0	0.0	0.0
FGFR1	20	0	0	20	0	0.0	0.0	0.0
SELENOP	20	0	0	20	0	0.0	0.0	0.0
DDAH1	20	0	0	20	0	0.0	0.0	0.0
MAB21L2	20	0	0	20	0	0.0	0.0	0.0
COL22A1	20	0	0	20	0	0.0	0.0	0.0
GFOD1	20	0	0	20	0	0.0	0.0	0.0
ROR2	20	0	0	20	0	0.0	0.0	0.0
GNAS	20	0	0	20	0	0.0	0.0	0.0
PHTF2	20	0	0	20	0	0.0	0.0	0.0
PRUNE2	20	0	0	20	0	0.0	0.0	0.0
PHF21B	20	0	0	20	0	0.0	0.0	0.0
ADGRL2	20	0	0	20	0	0.0	0.0	0.0
CPLX1	20	0	0	20	0	0.0	0.0	0.0
COL6A2	20	0	0	20	0	0.0	0.0	0.0
OTP	17	0	0	17	0	0.0	0.0	0.0
FZD2	20	0	0	20	0	0.0	0.0	0.0
RCOR1	20	0	0	20	0	0.0	0.0	0.0
ATAD2	20	0	0	20	0	0.0	0.0	0.0
PRKD1	20	0	0	20	0	0.0	0.0	0.0
SAT1	20	0	0	20	0	0.0	0.0	0.0
RFX7	12	0	0	12	0	0.0	0.0	0.0
MTMR6	20	0	0	20	0	0.0	0.0	0.0
C2CD2	20	0	0	20	0	0.0	0.0	0.0
BRIP1	18	0	0	18	0	0.0	0.0	0.0
NR5A2	20	0	0	20	0	0.0	0.0	0.0
TGIF2	20	0	0	20	0	0.0	0.0	0.0
CD9	20	0	0	20	0	0.0	0.0	0.0
CEP290	20	0	0	20	0	0.0	0.0	0.0
PLTP	20	0	0	20	0	0.0	0.0	0.0
SCAMP5	20	0	0	20	0	0.0	0.0	0.0
ZPBP	20	0	0	20	0	0.0	0.0	0.0
GABRG1	14	0	0	14	0	0.0	0.0	0.0
TRMT11	20	0	0	20	0	0.0	0.0	0.0
RNF152	20	0	0	20	0	0.0	0.0	0.0
ADAM11	20	0	1	19	1	0.014082010698821621	0.0	0.009760906012503191
GPT2	20	0	0	20	0	0.0	0.0	0.0
BMPR2	20	0	0	20	0	0.0	0.0	0.0
COL4A6	20	0	0	20	0	0.0	0.0	0.0
NSF	20	0	0	20	0	0.0	0.0	0.0
ATP1B3	20	0	0	20	0	0.0	0.0	0.0
TNS3	20	0	0	20	0	0.0	0.0	0.0
TRPC1	20	0	0	20	0	0.0	0.0	0.0
PROS1	14	0	0	14	0	0.0	0.0	0.0
RAPH1	20	0	0	20	0	0.0	0.0	0.0
SPINT2	20	0	0	20	0	0.0	0.0	0.0
NAALADL2	20	0	0	20	0	0.0	0.0	0.0
LFNG	20	0	0	20	0	0.0	0.0	0.0
ANO10	20	0	0	20	0	0.0	0.0	0.0
INSYN2B	20	0	0	20	0	0.0	0.0	0.0
LNX1	20	0	0	20	0	0.0	0.0	0.0
CNMD	20	0	0	20	0	0.0	0.0	0.0
MACO1	20	0	0	20	0	0.0	0.0	0.0
SPRED1	20	0	0	20	0	0.0	0.0	0.0
CARMIL1	20	0	0	20	0	0.0	0.0	0.0
NOTCH2NLC	5	0	0	5	0	0.0	0.0	0.0
RSRP1	20	0	1	19	1	0.008606758825815986	0.0	0.005965750613873776
NLGN4X	20	0	0	20	0	0.0	0.0	0.0
IDS	16	0	0	16	0	0.0	0.0	0.0
UBE2E3	20	0	0	20	0	0.0	0.0	0.0
TLE4	20	0	0	20	0	0.0	0.0	0.0
CASK	20	0	0	20	0	0.0	0.0	0.0
RASA2	20	0	0	20	0	0.0	0.0	0.0
MPP7	20	0	0	20	0	0.0	0.0	0.0
CX3CR1	20	0	0	20	0	0.0	0.0	0.0
SHISA8	20	0	0	20	0	0.0	0.0	0.0
CPT1A	20	0	0	20	0	0.0	0.0	0.0
CPLX2	20	0	0	20	0	0.0	0.0	0.0
HFM1	20	0	2	18	1	0.01537904968891917	0.0	0.016895612976284072
ATE1	20	0	0	20	0	0.0	0.0	0.0
AIG1	20	0	0	20	0	0.0	0.0	0.0
PLEKHA1	20	0	0	20	0	0.0	0.0	0.0
GIMAP6	7	0	0	7	0	0.0	0.0	0.0
PPM1E	20	0	0	20	0	0.0	0.0	0.0
GRIN1	20	0	0	20	0	0.0	0.0	0.0
SH3PXD2A	20	0	0	20	0	0.0	0.0	0.0
RNGTT	20	0	0	20	0	0.0	0.0	0.0
NRXN2	20	0	0	20	0	0.0	0.0	0.0
SLCO3A1	20	0	0	20	0	0.0	0.0	0.0
PDE7A	20	0	0	20	0	0.0	0.0	0.0
LAMB1	20	0	0	20	0	0.0	0.0	0.0
FLT3	20	0	0	20	0	0.0	0.0	0.0
TPK1	20	0	0	20	0	0.0	0.0	0.0
WEE1	20	0	0	20	0	0.0	0.0	0.0
SLC12A5	20	0	0	20	0	0.0	0.0	0.0
KCNJ6	20	0	0	20	0	0.0	0.0	0.0
TBC1D30	20	0	0	20	0	0.0	0.0	0.0
PPP1R42	15	0	0	15	0	0.0	0.0	0.0
MANBA	20	0	0	20	0	0.0	0.0	0.0
PIP5K1B	20	0	0	20	0	0.0	0.0	0.0
FHDC1	20	0	0	20	0	0.0	0.0	0.0
SMOC2	20	0	0	20	0	0.0	0.0	0.0
ELMO1	20	0	0	20	0	0.0	0.0	0.0
NID2	20	0	0	20	0	0.0	0.0	0.0
SRPK1	20	0	0	20	0	0.0	0.0	0.0
ATXN1	20	0	3	17	1	0.01960593039931624	0.0	0.027179590757081148
NNAT	20	0	0	20	0	0.0	0.0	0.0
OLIG2	20	0	0	20	0	0.0	0.0	0.0
FUT8	20	0	0	20	0	0.0	0.0	0.0
RNF24	20	0	0	20	0	0.0	0.0	0.0
SLC38A6	20	0	0	20	0	0.0	0.0	0.0
CNKSR2	20	0	0	20	0	0.0	0.0	0.0
TRAF3	20	0	0	20	0	0.0	0.0	0.0
BTBD9	20	0	0	20	0	0.0	0.0	0.0
PLXNC1	20	0	0	20	0	0.0	0.0	0.0
SLC25A36	20	0	0	20	0	0.0	0.0	0.0
GRM4	20	0	0	20	0	0.0	0.0	0.0
KIF24	20	0	1	19	1	0.005658672067228231	0.0	0.003922292589112565
SLC16A10	20	0	0	20	0	0.0	0.0	0.0
ATCAY	20	0	0	20	0	0.0	0.0	0.0
AKAP6	20	0	0	20	0	0.0	0.0	0.0
IGF1	20	0	3	17	1	0.02302542674819732	0.0	0.03192001926340505
NCR3LG1	20	0	0	20	0	0.0	0.0	0.0
HYDIN	20	0	0	20	0	0.0	0.0	0.0
NPFFR2	20	0	0	20	0	0.0	0.0	0.0
SGMS1	20	0	0	20	0	0.0	0.0	0.0
RIPK2	20	0	1	19	1	0.007274299496881687	0.0	0.00504216018681217
MROH1	20	0	0	20	0	0.0	0.0	0.0
LGR5	20	0	0	20	0	0.0	0.0	0.0
CLOCK	20	0	0	20	0	0.0	0.0	0.0
SLC16A12	20	0	0	20	0	0.0	0.0	0.0
WWC1	20	0	0	20	0	0.0	0.0	0.0
WDFY2	20	0	0	20	0	0.0	0.0	0.0
GUCY1A2	20	0	0	20	0	0.0	0.0	0.0
RTL1	20	0	0	20	0	0.0	0.0	0.0
PDE10A	20	0	0	20	0	0.0	0.0	0.0
OTULINL	20	0	0	20	0	0.0	0.0	0.0
NPAS2	20	0	0	20	0	0.0	0.0	0.0
ZDHHC14	20	0	0	20	0	0.0	0.0	0.0
SEMA3A	20	0	0	20	0	0.0	0.0	0.0
AFAP1L2	20	0	8	12	1	0.11860111247394667	0.0	0.2605932792271729
TBC1D9	20	0	0	20	0	0.0	0.0	0.0
ARFGEF1	20	0	0	20	0	0.0	0.0	0.0
OR2L3	1	0	0	1	0	0.0	0.0	0.0
AUH	20	0	0	20	0	0.0	0.0	0.0
TRAM2	20	0	0	20	0	0.0	0.0	0.0
SERINC1	16	0	0	16	0	0.0	0.0	0.0
ZNF518A	20	0	0	20	0	0.0	0.0	0.0
NETO2	20	0	0	20	0	0.0	0.0	0.0
