gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
ZNF18	20	0	0	20	0	0.0	0.0	0.0
DNASE2	20	0	0	20	0	0.0	0.0	0.0
ZNF776	20	0	0	20	0	0.0	0.0	0.0
C10orf71	20	0	0	20	0	0.0	0.0	0.0
CETN3	20	0	0	20	0	0.0	0.0	0.0
ZNF560	16	0	0	16	0	0.0	0.0	0.0
TCP11	20	0	0	20	0	0.0	0.0	0.0
RAB17	20	0	0	20	0	0.0	0.0	0.0
ZNF534	14	0	0	14	0	0.0	0.0	0.0
GOLGA5	20	0	0	20	0	0.0	0.0	0.0
TUFM	19	0	0	19	0	0.0	0.0	0.0
ZNF287	20	0	0	20	0	0.0	0.0	0.0
ALAS1	20	0	0	20	0	0.0	0.0	0.0
CBY1	20	0	0	20	0	0.0	0.0	0.0
IL1B	20	0	0	20	0	0.0	0.0	0.0
ENHO	20	0	0	20	0	0.0	0.0	0.0
PUS3	20	0	0	20	0	0.0	0.0	0.0
RBM7	20	0	0	20	0	0.0	0.0	0.0
ZNF121	18	0	0	18	0	0.0	0.0	0.0
TMEM249	20	0	0	20	0	0.0	0.0	0.0
PPP1R3G	20	0	0	20	0	0.0	0.0	0.0
RCC1L	14	0	0	14	0	0.0	0.0	0.0
CCDC185	20	0	0	20	0	0.0	0.0	0.0
LAMTOR1	20	0	0	20	0	0.0	0.0	0.0
PBDC1	5	0	0	5	0	0.0	0.0	0.0
SPTBN5	20	0	0	20	0	0.0	0.0	0.0
MPO	20	0	0	20	0	0.0	0.0	0.0
ASB16	20	0	0	20	0	0.0	0.0	0.0
MCRS1	20	0	0	20	0	0.0	0.0	0.0
WDR83OS	20	0	0	20	0	0.0	0.0	0.0
GTF2H4	20	0	0	20	0	0.0	0.0	0.0
SEC16B	20	0	0	20	0	0.0	0.0	0.0
HMGB3	13	0	0	13	0	0.0	0.0	0.0
ZYX	20	0	0	20	0	0.0	0.0	0.0
PSG1	7	0	0	7	0	0.0	0.0	0.0
RAD9B	20	0	0	20	0	0.0	0.0	0.0
GDF2	20	0	0	20	0	0.0	0.0	0.0
RBP2	20	0	0	20	0	0.0	0.0	0.0
MSL2	17	0	0	17	0	0.0	0.0	0.0
CSTF2	12	0	0	12	0	0.0	0.0	0.0
SDC4	20	0	0	20	0	0.0	0.0	0.0
LAGE3	20	0	0	20	0	0.0	0.0	0.0
CCNQ	20	0	0	20	0	0.0	0.0	0.0
ZNF395	20	0	0	20	0	0.0	0.0	0.0
ARMC5	20	0	0	20	0	0.0	0.0	0.0
GAGE10	19	0	0	19	0	0.0	0.0	0.0
OTOR	20	0	0	20	0	0.0	0.0	0.0
RTRAF	20	0	0	20	0	0.0	0.0	0.0
MYH6	20	0	0	20	0	0.0	0.0	0.0
LRRC25	20	0	0	20	0	0.0	0.0	0.0
DMRTA1	16	0	0	16	0	0.0	0.0	0.0
FBRS	20	0	0	20	0	0.0	0.0	0.0
NLRP2	20	0	0	20	0	0.0	0.0	0.0
AMZ2	20	0	0	20	0	0.0	0.0	0.0
SAMD1	20	0	0	20	0	0.0	0.0	0.0
TMEM19	20	0	0	20	0	0.0	0.0	0.0
C1QTNF7	20	0	0	20	0	0.0	0.0	0.0
SMIM23	20	0	0	20	0	0.0	0.0	0.0
PLIN2	20	0	0	20	0	0.0	0.0	0.0
BTN3A2	20	0	0	20	0	0.0	0.0	0.0
GTF2H5	20	0	0	20	0	0.0	0.0	0.0
DEFA5	12	0	0	12	0	0.0	0.0	0.0
C1orf146	14	0	0	14	0	0.0	0.0	0.0
RHOBTB2	20	0	0	20	0	0.0	0.0	0.0
CCDC163	20	0	0	20	0	0.0	0.0	0.0
ANKRD34C	20	0	2	18	1	0.023475197103822447	0.0	0.025790140017165362
NAGA	20	0	0	20	0	0.0	0.0	0.0
SH2D4B	20	0	1	19	1	0.011289024291198034	0.0	0.007824955358716652
SMTNL1	20	0	0	20	0	0.0	0.0	0.0
CXCL17	20	0	0	20	0	0.0	0.0	0.0
GATD1	20	0	0	20	0	0.0	0.0	0.0
NBR1	20	0	0	20	0	0.0	0.0	0.0
TMEM107	20	0	0	20	0	0.0	0.0	0.0
PLA2G12B	16	0	0	16	0	0.0	0.0	0.0
ABHD8	20	0	0	20	0	0.0	0.0	0.0
ZNF888	20	0	0	20	0	0.0	0.0	0.0
AHSA1	20	0	0	20	0	0.0	0.0	0.0
RAD21L1	20	0	0	20	0	0.0	0.0	0.0
ARHGEF38	20	0	0	20	0	0.0	0.0	0.0
KRT33B	20	0	0	20	0	0.0	0.0	0.0
RNF227	20	0	0	20	0	0.0	0.0	0.0
MRPS18A	20	0	0	20	0	0.0	0.0	0.0
OR52A1	15	0	0	15	0	0.0	0.0	0.0
SRXN1	20	0	0	20	0	0.0	0.0	0.0
LDB1	20	0	0	20	0	0.0	0.0	0.0
MIIP	20	0	0	20	0	0.0	0.0	0.0
PRUNE1	20	0	0	20	0	0.0	0.0	0.0
KLHL17	20	0	0	20	0	0.0	0.0	0.0
TMEM219	20	0	0	20	0	0.0	0.0	0.0
NT5DC4	20	0	0	20	0	0.0	0.0	0.0
ANKEF1	20	0	0	20	0	0.0	0.0	0.0
GRPEL2	20	0	0	20	0	0.0	0.0	0.0
ETFRF1	16	0	0	16	0	0.0	0.0	0.0
MAPK3	20	0	0	20	0	0.0	0.0	0.0
DIRAS1	20	0	0	20	0	0.0	0.0	0.0
ADM5	20	0	0	20	0	0.0	0.0	0.0
FAM200A	20	0	0	20	0	0.0	0.0	0.0
CBX4	20	0	0	20	0	0.0	0.0	0.0
CTSH	20	0	0	20	0	0.0	0.0	0.0
ZNF841	20	0	0	20	0	0.0	0.0	0.0
CHST4	18	0	0	18	0	0.0	0.0	0.0
SLC4A1	20	0	0	20	0	0.0	0.0	0.0
PGLS	20	0	0	20	0	0.0	0.0	0.0
ATP4B	20	0	0	20	0	0.0	0.0	0.0
JMJD8	20	0	0	20	0	0.0	0.0	0.0
MDC1	20	0	0	20	0	0.0	0.0	0.0
PLA2G2F	20	0	0	20	0	0.0	0.0	0.0
MC2R	14	0	0	14	0	0.0	0.0	0.0
C3orf22	20	0	0	20	0	0.0	0.0	0.0
TMPRSS11E	9	0	0	9	0	0.0	0.0	0.0
TMEM79	20	0	0	20	0	0.0	0.0	0.0
NFKBIA	20	0	0	20	0	0.0	0.0	0.0
HLA-DQA1	14	0	0	14	0	0.0	0.0	0.0
UBE2V2	16	0	0	16	0	0.0	0.0	0.0
COQ6	15	0	0	15	0	0.0	0.0	0.0
CAPG	20	0	0	20	0	0.0	0.0	0.0
WFDC11	12	0	0	12	0	0.0	0.0	0.0
SHROOM1	20	0	0	20	0	0.0	0.0	0.0
E4F1	20	0	0	20	0	0.0	0.0	0.0
TESK1	20	0	0	20	0	0.0	0.0	0.0
LGALS9	20	0	0	20	0	0.0	0.0	0.0
PRMT5	20	0	0	20	0	0.0	0.0	0.0
MLN	20	0	0	20	0	0.0	0.0	0.0
CD2BP2	19	0	0	19	0	0.0	0.0	0.0
TSPO2	20	0	0	20	0	0.0	0.0	0.0
TMEM199	20	0	0	20	0	0.0	0.0	0.0
KEAP1	20	0	0	20	0	0.0	0.0	0.0
GSKIP	20	0	0	20	0	0.0	0.0	0.0
HTR3B	20	0	0	20	0	0.0	0.0	0.0
SNRPC	20	0	0	20	0	0.0	0.0	0.0
PIAS4	20	0	0	20	0	0.0	0.0	0.0
TTPAL	20	0	0	20	0	0.0	0.0	0.0
MOGAT1	20	0	0	20	0	0.0	0.0	0.0
BCCIP	20	0	0	20	0	0.0	0.0	0.0
NR1H2	20	0	0	20	0	0.0	0.0	0.0
HNRNPA1	20	0	0	20	0	0.0	0.0	0.0
SGK2	20	0	0	20	0	0.0	0.0	0.0
GRXCR2	20	0	0	20	0	0.0	0.0	0.0
ZNF813	20	0	0	20	0	0.0	0.0	0.0
KLF10	20	0	0	20	0	0.0	0.0	0.0
GLI4	20	0	0	20	0	0.0	0.0	0.0
BCL2L1	20	0	0	20	0	0.0	0.0	0.0
LOX	20	0	0	20	0	0.0	0.0	0.0
ANKRD34A	20	0	0	20	0	0.0	0.0	0.0
BORA	17	0	0	17	0	0.0	0.0	0.0
F11	20	0	0	20	0	0.0	0.0	0.0
POU4F3	20	0	0	20	0	0.0	0.0	0.0
TUBB8	13	0	0	13	0	0.0	0.0	0.0
AICDA	20	0	0	20	0	0.0	0.0	0.0
KCNE3	20	0	2	18	1	0.028363920617603032	0.0	0.031160951745305452
MGP	19	0	0	19	0	0.0	0.0	0.0
UBE2I	20	0	0	20	0	0.0	0.0	0.0
PSMB3	20	0	0	20	0	0.0	0.0	0.0
ANGPTL8	20	0	0	20	0	0.0	0.0	0.0
PYCR2	20	0	0	20	0	0.0	0.0	0.0
SPX	15	0	0	15	0	0.0	0.0	0.0
PAQR4	20	0	0	20	0	0.0	0.0	0.0
TIGD2	20	0	0	20	0	0.0	0.0	0.0
PCGF2	20	0	0	20	0	0.0	0.0	0.0
MACROD1	20	0	0	20	0	0.0	0.0	0.0
TMEM45B	20	0	0	20	0	0.0	0.0	0.0
MRPL38	20	0	0	20	0	0.0	0.0	0.0
TNF	20	0	0	20	0	0.0	0.0	0.0
DDX43	20	0	0	20	0	0.0	0.0	0.0
NPSR1	20	0	0	20	0	0.0	0.0	0.0
PARP2	19	0	0	19	0	0.0	0.0	0.0
ODAPH	16	0	0	16	0	0.0	0.0	0.0
TIFA	20	0	0	20	0	0.0	0.0	0.0
NOL11	20	0	0	20	0	0.0	0.0	0.0
MCMDC2	15	0	0	15	0	0.0	0.0	0.0
TAS2R4	20	0	1	19	1	0.016710460847204112	0.0	0.011582808822096885
BBS10	19	0	0	19	0	0.0	0.0	0.0
ZNF791	20	0	0	20	0	0.0	0.0	0.0
ARHGDIB	17	0	0	17	0	0.0	0.0	0.0
PINK1	20	0	0	20	0	0.0	0.0	0.0
APEX1	19	0	0	19	0	0.0	0.0	0.0
NME4	20	0	0	20	0	0.0	0.0	0.0
MVP	20	0	0	20	0	0.0	0.0	0.0
DNAJC28	20	0	0	20	0	0.0	0.0	0.0
GPR150	19	0	0	19	0	0.0	0.0	0.0
PCNP	9	0	0	9	0	0.0	0.0	0.0
ASAH2B	20	0	0	20	0	0.0	0.0	0.0
HHIPL1	20	0	0	20	0	0.0	0.0	0.0
KCNJ4	20	0	0	20	0	0.0	0.0	0.0
DALRD3	20	0	0	20	0	0.0	0.0	0.0
C12orf43	20	0	0	20	0	0.0	0.0	0.0
MT1M	20	0	0	20	0	0.0	0.0	0.0
PTOV1	20	0	0	20	0	0.0	0.0	0.0
CEACAM20	19	0	0	19	0	0.0	0.0	0.0
SRPX2	14	0	0	14	0	0.0	0.0	0.0
PYCARD	20	0	0	20	0	0.0	0.0	0.0
ZNF28	20	0	0	20	0	0.0	0.0	0.0
SPATA22	20	0	0	20	0	0.0	0.0	0.0
SLC27A5	20	0	0	20	0	0.0	0.0	0.0
GPAA1	20	0	0	20	0	0.0	0.0	0.0
CORO7	20	0	0	20	0	0.0	0.0	0.0
OSBPL2	20	0	0	20	0	0.0	0.0	0.0
COMMD5	20	0	0	20	0	0.0	0.0	0.0
NFYA	20	0	0	20	0	0.0	0.0	0.0
KCNAB3	20	0	0	20	0	0.0	0.0	0.0
