gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
ZNF512	20	0	0	20	0	0.0	0.0	0.0
DNAJA1	20	0	0	20	0	0.0	0.0	0.0
SYDE1	20	0	0	20	0	0.0	0.0	0.0
ECRG4	20	0	0	20	0	0.0	0.0	0.0
MYRF	20	0	0	20	0	0.0	0.0	0.0
UQCC1	20	0	0	20	0	0.0	0.0	0.0
MPP1	12	0	0	12	0	0.0	0.0	0.0
HERPUD1	20	0	0	20	0	0.0	0.0	0.0
NCOA6	20	0	0	20	0	0.0	0.0	0.0
TFEB	20	0	0	20	0	0.0	0.0	0.0
ATP6AP2	20	0	0	20	0	0.0	0.0	0.0
RPL36A	13	0	0	13	0	0.0	0.0	0.0
PUS7	20	0	0	20	0	0.0	0.0	0.0
SOSTDC1	20	0	0	20	0	0.0	0.0	0.0
PEX7	20	0	0	20	0	0.0	0.0	0.0
NIPSNAP1	20	0	0	20	0	0.0	0.0	0.0
KIAA0513	20	0	0	20	0	0.0	0.0	0.0
MTDH	20	0	0	20	0	0.0	0.0	0.0
TXNDC11	20	0	0	20	0	0.0	0.0	0.0
SMARCA5	20	0	0	20	0	0.0	0.0	0.0
HCN2	20	0	0	20	0	0.0	0.0	0.0
PRKAR1A	20	0	0	20	0	0.0	0.0	0.0
COPS2	19	0	0	19	0	0.0	0.0	0.0
TTBK1	20	0	0	20	0	0.0	0.0	0.0
TAMM41	20	0	0	20	0	0.0	0.0	0.0
PABPC4L	7	0	0	7	0	0.0	0.0	0.0
BAZ1B	20	0	0	20	0	0.0	0.0	0.0
SNX19	20	0	0	20	0	0.0	0.0	0.0
ESYT1	20	0	0	20	0	0.0	0.0	0.0
PPP1R3C	20	0	0	20	0	0.0	0.0	0.0
GALNT15	20	0	0	20	0	0.0	0.0	0.0
PTH2R	20	0	6	14	1	0.046436501004505346	0.0	0.0903612585912842
PPP2CB	20	0	0	20	0	0.0	0.0	0.0
S100A10	20	0	3	17	1	0.021517149286804076	0.0	0.029829102723671366
LPXN	20	0	0	20	0	0.0	0.0	0.0
PTMS	20	0	0	20	0	0.0	0.0	0.0
AOAH	20	0	0	20	0	0.0	0.0	0.0
ZNF692	16	0	0	16	0	0.0	0.0	0.0
CCAR1	20	0	0	20	0	0.0	0.0	0.0
SLC7A1	20	0	0	20	0	0.0	0.0	0.0
EPM2A	20	0	0	20	0	0.0	0.0	0.0
BAZ1A	20	0	0	20	0	0.0	0.0	0.0
PLXNB1	20	0	0	20	0	0.0	0.0	0.0
C12orf75	20	0	0	20	0	0.0	0.0	0.0
UFSP2	20	0	0	20	0	0.0	0.0	0.0
CAT	20	0	0	20	0	0.0	0.0	0.0
SPAG8	20	0	0	20	0	0.0	0.0	0.0
XKR7	20	0	0	20	0	0.0	0.0	0.0
RASA1	20	0	0	20	0	0.0	0.0	0.0
WDR90	20	0	0	20	0	0.0	0.0	0.0
DCUN1D2	20	0	0	20	0	0.0	0.0	0.0
CKAP2	19	0	0	19	0	0.0	0.0	0.0
GOLPH3L	20	0	0	20	0	0.0	0.0	0.0
FKBP14	20	0	0	20	0	0.0	0.0	0.0
GCNT4	18	0	0	18	0	0.0	0.0	0.0
