gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
ZNF503	20	0	0	20	0	0.0	0.0	0.0
PPP4R4	20	0	0	20	0	0.0	0.0	0.0
ZNF33B	11	0	0	11	0	0.0	0.0	0.0
ATP1B2	20	0	0	20	0	0.0	0.0	0.0
PHLPP1	20	0	0	20	0	0.0	0.0	0.0
SYNPR	20	0	0	20	0	0.0	0.0	0.0
TRPM2	20	0	0	20	0	0.0	0.0	0.0
LRRC49	20	0	0	20	0	0.0	0.0	0.0
DAW1	20	0	0	20	0	0.0	0.0	0.0
CBLN4	20	0	0	20	0	0.0	0.0	0.0
LARP1B	20	0	0	20	0	0.0	0.0	0.0
ANKRD44	20	0	0	20	0	0.0	0.0	0.0
ABTB2	20	0	0	20	0	0.0	0.0	0.0
SLITRK5	20	0	0	20	0	0.0	0.0	0.0
TPBG	20	0	2	18	1	0.010273677717506157	0.0	0.011286788590268002
ADHFE1	20	0	4	16	1	0.04523263810706669	0.0	0.07279912264892455
NPTN	20	0	0	20	0	0.0	0.0	0.0
SHROOM4	20	0	2	18	1	0.032360033128311136	0.0	0.035551130056469746
MAF	20	0	1	19	1	0.014679468948105824	0.0	0.010175032513496819
ITGA3	20	0	0	20	0	0.0	0.0	0.0
VWA5A	20	0	0	20	0	0.0	0.0	0.0
MTHFD1L	20	0	0	20	0	0.0	0.0	0.0
TMOD2	20	0	0	20	0	0.0	0.0	0.0
ETV5	20	0	0	20	0	0.0	0.0	0.0
RANBP17	20	0	0	20	0	0.0	0.0	0.0
CHCHD6	20	0	0	20	0	0.0	0.0	0.0
ID3	20	0	0	20	0	0.0	0.0	0.0
SCD	20	0	0	20	0	0.0	0.0	0.0
MAPK4	20	0	0	20	0	0.0	0.0	0.0
TLL1	20	0	0	20	0	0.0	0.0	0.0
CDCA7L	20	0	0	20	0	0.0	0.0	0.0
HIVEP2	20	0	0	20	0	0.0	0.0	0.0
HTRA1	20	0	0	20	0	0.0	0.0	0.0
RERG	20	0	0	20	0	0.0	0.0	0.0
PTBP3	20	0	0	20	0	0.0	0.0	0.0
SPSB4	20	0	0	20	0	0.0	0.0	0.0
EPHA3	20	0	0	20	0	0.0	0.0	0.0
GLYATL2	19	0	0	19	0	0.0	0.0	0.0
NCAN	20	0	0	20	0	0.0	0.0	0.0
ITGA4	20	0	2	18	1	0.021524252513006863	0.0	0.023646808315184783
CDH2	20	0	0	20	0	0.0	0.0	0.0
CA8	20	0	0	20	0	0.0	0.0	0.0
P4HA1	18	0	0	18	0	0.0	0.0	0.0
PLD5	20	0	0	20	0	0.0	0.0	0.0
DNAH12	20	0	0	20	0	0.0	0.0	0.0
CNNM1	20	0	0	20	0	0.0	0.0	0.0
MYO5A	20	0	0	20	0	0.0	0.0	0.0
SPIN1	20	0	0	20	0	0.0	0.0	0.0
NLN	20	0	0	20	0	0.0	0.0	0.0
NEXMIF	9	0	0	9	0	0.0	0.0	0.0
PSPC1	20	0	0	20	0	0.0	0.0	0.0
RALGPS2	20	0	0	20	0	0.0	0.0	0.0
GRM8	20	0	0	20	0	0.0	0.0	0.0
TRO	15	0	0	15	0	0.0	0.0	0.0
SLC35F1	20	0	0	20	0	0.0	0.0	0.0
ULK2	20	0	0	20	0	0.0	0.0	0.0
PDZRN4	20	0	0	20	0	0.0	0.0	0.0
PTPRM	20	0	0	20	0	0.0	0.0	0.0
KALRN	20	0	0	20	0	0.0	0.0	0.0
HTR1E	20	0	0	20	0	0.0	0.0	0.0
NEDD4L	20	0	0	20	0	0.0	0.0	0.0
PKNOX2	20	0	0	20	0	0.0	0.0	0.0
VSTM2B	20	0	0	20	0	0.0	0.0	0.0
FLNB	20	0	0	20	0	0.0	0.0	0.0
ANKRD30B	1	0	0	1	0	0.0	0.0	0.0
TMOD1	20	0	0	20	0	0.0	0.0	0.0
SLC2A13	20	0	0	20	0	0.0	0.0	0.0
XPR1	20	0	0	20	0	0.0	0.0	0.0
SCD5	20	0	0	20	0	0.0	0.0	0.0
ARRB1	20	0	0	20	0	0.0	0.0	0.0
LCORL	20	0	0	20	0	0.0	0.0	0.0
TMEM232	20	0	0	20	0	0.0	0.0	0.0
PCCA	20	0	0	20	0	0.0	0.0	0.0
EML5	20	0	0	20	0	0.0	0.0	0.0
DNM1	20	0	0	20	0	0.0	0.0	0.0
CHST8	20	0	0	20	0	0.0	0.0	0.0
SVOP	20	0	0	20	0	0.0	0.0	0.0
TSC22D1	20	0	0	20	0	0.0	0.0	0.0
RNF128	12	0	0	12	0	0.0	0.0	0.0
SDC2	20	0	0	20	0	0.0	0.0	0.0
ADCY1	20	0	0	20	0	0.0	0.0	0.0
SLC12A2	20	0	0	20	0	0.0	0.0	0.0
ADAM12	20	0	0	20	0	0.0	0.0	0.0
RFTN1	20	0	1	19	1	0.006521832945472915	0.0	0.004520590118237515
HTR7	20	0	0	20	0	0.0	0.0	0.0
ZNF462	20	0	0	20	0	0.0	0.0	0.0
BTBD17	20	0	0	20	0	0.0	0.0	0.0
PTPRA	20	0	0	20	0	0.0	0.0	0.0
SPAG9	20	0	0	20	0	0.0	0.0	0.0
DTL	20	0	0	20	0	0.0	0.0	0.0
CNTNAP1	20	0	0	20	0	0.0	0.0	0.0
HAP1	20	0	0	20	0	0.0	0.0	0.0
NR3C2	20	0	0	20	0	0.0	0.0	0.0
KLHL4	11	0	0	11	0	0.0	0.0	0.0
WDR11	20	0	0	20	0	0.0	0.0	0.0
KIAA0319	20	0	0	20	0	0.0	0.0	0.0
CHD2	20	0	0	20	0	0.0	0.0	0.0
STAMBPL1	20	0	0	20	0	0.0	0.0	0.0
KDM4C	20	0	0	20	0	0.0	0.0	0.0
CXXC4	20	0	0	20	0	0.0	0.0	0.0
MBNL2	20	0	0	20	0	0.0	0.0	0.0
GOLGA8A	17	0	0	17	0	0.0	0.0	0.0
NDNF	20	0	0	20	0	0.0	0.0	0.0
TMEM117	20	0	0	20	0	0.0	0.0	0.0
GSG1L	20	0	0	20	0	0.0	0.0	0.0
NDFIP1	20	0	0	20	0	0.0	0.0	0.0
SCN8A	20	0	0	20	0	0.0	0.0	0.0
ZFAND3	20	0	0	20	0	0.0	0.0	0.0
CHST9	20	0	1	19	1	0.008981669412956604	0.0	0.006225618830312369
SEMA5B	20	0	0	20	0	0.0	0.0	0.0
SMIM17	20	0	0	20	0	0.0	0.0	0.0
MARK1	20	0	0	20	0	0.0	0.0	0.0
ROBO3	20	0	0	20	0	0.0	0.0	0.0
RBM26	20	0	0	20	0	0.0	0.0	0.0
PCDHGC3	20	0	0	20	0	0.0	0.0	0.0
RAPGEF5	20	0	0	20	0	0.0	0.0	0.0
CYBRD1	20	0	0	20	0	0.0	0.0	0.0
AFDN	20	0	0	20	0	0.0	0.0	0.0
SMC6	20	0	0	20	0	0.0	0.0	0.0
PSD3	20	0	0	20	0	0.0	0.0	0.0
MAGI3	20	0	0	20	0	0.0	0.0	0.0
MBD5	20	0	0	20	0	0.0	0.0	0.0
SPAG1	20	0	0	20	0	0.0	0.0	0.0
SLC32A1	20	0	0	20	0	0.0	0.0	0.0
DCN	20	0	0	20	0	0.0	0.0	0.0
FCHSD2	20	0	0	20	0	0.0	0.0	0.0
TSPAN13	20	0	0	20	0	0.0	0.0	0.0
RBM47	20	0	0	20	0	0.0	0.0	0.0
IRS1	20	0	0	20	0	0.0	0.0	0.0
RCSD1	20	0	9	11	1	0.11134104296949336	0.0	0.25637222577996494
ZIC4	20	0	0	20	0	0.0	0.0	0.0
CDYL	20	0	0	20	0	0.0	0.0	0.0
RASSF5	20	0	0	20	0	0.0	0.0	0.0
VCL	20	0	0	20	0	0.0	0.0	0.0
KCNC1	20	0	0	20	0	0.0	0.0	0.0
VIPR2	20	0	0	20	0	0.0	0.0	0.0
P3H2	20	0	0	20	0	0.0	0.0	0.0
SLC6A9	20	0	0	20	0	0.0	0.0	0.0
SDCCAG8	20	0	0	20	0	0.0	0.0	0.0
IQSEC3	20	0	0	20	0	0.0	0.0	0.0
TRIM9	20	0	0	20	0	0.0	0.0	0.0
KNDC1	20	0	0	20	0	0.0	0.0	0.0
SYT13	20	0	0	20	0	0.0	0.0	0.0
ISL1	14	0	0	14	0	0.0	0.0	0.0
DIAPH3	20	0	0	20	0	0.0	0.0	0.0
ULK4	20	0	0	20	0	0.0	0.0	0.0
FRMD4B	20	0	0	20	0	0.0	0.0	0.0
CD44	20	0	0	20	0	0.0	0.0	0.0
CSMD2	20	0	0	20	0	0.0	0.0	0.0
BZW2	20	0	0	20	0	0.0	0.0	0.0
CPNE4	20	0	0	20	0	0.0	0.0	0.0
ACSL4	20	0	0	20	0	0.0	0.0	0.0
SCRN1	20	0	0	20	0	0.0	0.0	0.0
MAP3K20	20	0	0	20	0	0.0	0.0	0.0
MTCL1	20	0	0	20	0	0.0	0.0	0.0
FKBP10	20	0	0	20	0	0.0	0.0	0.0
KIF5A	20	0	0	20	0	0.0	0.0	0.0
MMP28	20	0	0	20	0	0.0	0.0	0.0
FMO4	20	0	0	20	0	0.0	0.0	0.0
LONRF2	20	0	0	20	0	0.0	0.0	0.0
NOS1	20	0	0	20	0	0.0	0.0	0.0
ASCL1	20	0	0	20	0	0.0	0.0	0.0
ILDR2	20	0	0	20	0	0.0	0.0	0.0
MYO3A	20	0	0	20	0	0.0	0.0	0.0
SULF2	20	0	0	20	0	0.0	0.0	0.0
CCDC92	20	0	0	20	0	0.0	0.0	0.0
HDGFL3	20	0	0	20	0	0.0	0.0	0.0
CEP83	20	0	0	20	0	0.0	0.0	0.0
MTR	20	0	0	20	0	0.0	0.0	0.0
DIP2C	20	0	0	20	0	0.0	0.0	0.0
ARHGEF12	20	0	0	20	0	0.0	0.0	0.0
USP53	11	0	0	11	0	0.0	0.0	0.0
TTLL5	20	0	0	20	0	0.0	0.0	0.0
BAIAP2L1	20	0	0	20	0	0.0	0.0	0.0
USP34	20	0	0	20	0	0.0	0.0	0.0
TJP1	20	0	0	20	0	0.0	0.0	0.0
ADAMTSL1	20	0	0	20	0	0.0	0.0	0.0
LDLRAD3	20	0	1	19	1	0.008704190567460515	0.0	0.006033285150891726
KLF12	20	0	0	20	0	0.0	0.0	0.0
ZBTB16	20	0	0	20	0	0.0	0.0	0.0
PCGF5	20	0	0	20	0	0.0	0.0	0.0
STOX2	20	0	0	20	0	0.0	0.0	0.0
ASB3	20	0	0	20	0	0.0	0.0	0.0
C3	20	0	0	20	0	0.0	0.0	0.0
PGAP1	20	0	0	20	0	0.0	0.0	0.0
ARHGAP36	20	0	2	18	1	0.01924316654530106	0.0	0.0211407792395548
MAST1	20	0	0	20	0	0.0	0.0	0.0
ARHGAP6	20	0	0	20	0	0.0	0.0	0.0
KTN1	20	0	0	20	0	0.0	0.0	0.0
HEATR5A	20	0	0	20	0	0.0	0.0	0.0
LRMDA	20	0	0	20	0	0.0	0.0	0.0
VPS41	20	0	0	20	0	0.0	0.0	0.0
PTPN20	20	0	0	20	0	0.0	0.0	0.0
GNB5	20	0	0	20	0	0.0	0.0	0.0
LRRC9	20	0	0	20	0	0.0	0.0	0.0
DAAM1	20	0	0	20	0	0.0	0.0	0.0
NSD3	20	0	0	20	0	0.0	0.0	0.0
SIPA1L1	20	0	0	20	0	0.0	0.0	0.0
ENKUR	20	0	0	20	0	0.0	0.0	0.0
CNKSR3	20	0	0	20	0	0.0	0.0	0.0
