gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
MAST2	20	0	0	20	0	0.0	0.0	0.0
ZNF37A	8	0	0	8	0	0.0	0.0	0.0
FAM120B	20	0	0	20	0	0.0	0.0	0.0
LRRN3	20	0	0	20	0	0.0	0.0	0.0
CHRNA7	20	0	0	20	0	0.0	0.0	0.0
ANKRD18A	20	0	0	20	0	0.0	0.0	0.0
RPAP2	16	0	0	16	0	0.0	0.0	0.0
SCAI	20	0	0	20	0	0.0	0.0	0.0
TACR1	20	0	0	20	0	0.0	0.0	0.0
ARHGAP29	20	0	0	20	0	0.0	0.0	0.0
RIC3	20	0	0	20	0	0.0	0.0	0.0
KCNT1	20	0	0	20	0	0.0	0.0	0.0
FGF10	20	0	0	20	0	0.0	0.0	0.0
CEP126	19	0	0	19	0	0.0	0.0	0.0
ZFAND1	20	0	0	20	0	0.0	0.0	0.0
SLC39A12	20	0	0	20	0	0.0	0.0	0.0
LYN	20	0	1	19	1	0.007922386074295377	0.0	0.005491379570705214
CASP7	20	0	0	20	0	0.0	0.0	0.0
STXBP3	20	0	1	19	1	0.05490883174106915	0.0	0.03805990190916251
NSUN7	20	0	0	20	0	0.0	0.0	0.0
ZDHHC2	20	0	0	20	0	0.0	0.0	0.0
TRAPPC9	20	0	0	20	0	0.0	0.0	0.0
LSS	20	0	0	20	0	0.0	0.0	0.0
PCDH19	19	0	0	19	0	0.0	0.0	0.0
RNF19A	20	0	0	20	0	0.0	0.0	0.0
CNR1	20	0	0	20	0	0.0	0.0	0.0
USP25	20	0	0	20	0	0.0	0.0	0.0
ID1	20	0	0	20	0	0.0	0.0	0.0
CCND1	20	0	0	20	0	0.0	0.0	0.0
GAS7	20	0	0	20	0	0.0	0.0	0.0
GABRA5	20	0	0	20	0	0.0	0.0	0.0
USP31	20	0	0	20	0	0.0	0.0	0.0
HIBADH	20	0	0	20	0	0.0	0.0	0.0
CPSF6	20	0	0	20	0	0.0	0.0	0.0
SERPINH1	20	0	0	20	0	0.0	0.0	0.0
PDE1C	20	0	0	20	0	0.0	0.0	0.0
JAK2	14	0	0	14	0	0.0	0.0	0.0
ARHGAP32	20	0	0	20	0	0.0	0.0	0.0
MAP3K9	20	0	0	20	0	0.0	0.0	0.0
HEATR5B	20	0	0	20	0	0.0	0.0	0.0
BBS9	20	0	0	20	0	0.0	0.0	0.0
HES4	20	0	0	20	0	0.0	0.0	0.0
GPR176	20	0	0	20	0	0.0	0.0	0.0
CEP70	20	0	0	20	0	0.0	0.0	0.0
ETV6	20	0	0	20	0	0.0	0.0	0.0
SEZ6	20	0	0	20	0	0.0	0.0	0.0
SKOR1	20	0	0	20	0	0.0	0.0	0.0
INSYN2A	20	0	0	20	0	0.0	0.0	0.0
PPM1H	20	0	0	20	0	0.0	0.0	0.0
GLCCI1	20	0	0	20	0	0.0	0.0	0.0
PLEKHA5	20	0	0	20	0	0.0	0.0	0.0
TBC1D4	20	0	0	20	0	0.0	0.0	0.0
CDK8	20	0	0	20	0	0.0	0.0	0.0
PCM1	20	0	0	20	0	0.0	0.0	0.0
SPEF2	20	0	0	20	0	0.0	0.0	0.0
SLC30A3	20	0	0	20	0	0.0	0.0	0.0
PPFIBP1	20	0	0	20	0	0.0	0.0	0.0
KLHL23	20	0	0	20	0	0.0	0.0	0.0
FAM117B	20	0	0	20	0	0.0	0.0	0.0
FGF2	14	0	0	14	0	0.0	0.0	0.0
TBX18	11	0	0	11	0	0.0	0.0	0.0
