gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
AKAP11	20	0	0	20	0	0.0	0.0	0.0
SALL2	17	0	0	17	0	0.0	0.0	0.0
ENTPD2	20	0	0	20	0	0.0	0.0	0.0
TMEM260	20	0	0	20	0	0.0	0.0	0.0
KRT222	20	0	0	20	0	0.0	0.0	0.0
DLEU7	20	0	0	20	0	0.0	0.0	0.0
DENND5A	20	0	0	20	0	0.0	0.0	0.0
TMEM59L	20	0	0	20	0	0.0	0.0	0.0
SLC38A9	20	0	0	20	0	0.0	0.0	0.0
NUCB2	20	0	0	20	0	0.0	0.0	0.0
MAP4K5	20	0	0	20	0	0.0	0.0	0.0
UBXN2B	20	0	0	20	0	0.0	0.0	0.0
EIF4E3	20	0	0	20	0	0.0	0.0	0.0
PLXNA1	20	0	0	20	0	0.0	0.0	0.0
SYNGR3	20	0	0	20	0	0.0	0.0	0.0
NFXL1	20	0	0	20	0	0.0	0.0	0.0
TUNAR	20	0	0	20	0	0.0	0.0	0.0
MBOAT1	20	0	0	20	0	0.0	0.0	0.0
ATF7	20	0	0	20	0	0.0	0.0	0.0
RSU1	20	0	0	20	0	0.0	0.0	0.0
CFAP77	20	0	0	20	0	0.0	0.0	0.0
ACER3	20	0	0	20	0	0.0	0.0	0.0
CLCN4	20	0	0	20	0	0.0	0.0	0.0
CELF1	20	0	0	20	0	0.0	0.0	0.0
CPNE3	20	0	0	20	0	0.0	0.0	0.0
SYTL5	12	0	0	12	0	0.0	0.0	0.0
BTBD8	17	0	0	17	0	0.0	0.0	0.0
MNX1	20	0	0	20	0	0.0	0.0	0.0
TSPAN6	13	0	0	13	0	0.0	0.0	0.0
RGS3	20	0	0	20	0	0.0	0.0	0.0
SGCG	20	0	0	20	0	0.0	0.0	0.0
CFAP46	20	0	0	20	0	0.0	0.0	0.0
MAP2K5	20	0	0	20	0	0.0	0.0	0.0
DOCK4	20	0	0	20	0	0.0	0.0	0.0
PDE4A	20	0	0	20	0	0.0	0.0	0.0
PTDSS1	20	0	0	20	0	0.0	0.0	0.0
HERC3	20	0	0	20	0	0.0	0.0	0.0
