gene	n_enhancers	n_core	n_regional_candidates	n_unsupported	n_supported_domains	regional_evidence_topk_sum	domain_diversity	complexity_score
RAB31	20	0	0	20	0	0.0	0.0	0.0
DACH2	20	0	0	20	0	0.0	0.0	0.0
PIK3R1	20	0	0	20	0	0.0	0.0	0.0
MYO1E	20	0	0	20	0	0.0	0.0	0.0
PRKAR2B	20	0	0	20	0	0.0	0.0	0.0
PLEKHH2	20	0	0	20	0	0.0	0.0	0.0
OPRM1	20	0	2	18	1	0.032548204954194644	0.0	0.03575785793676649
EGF	20	0	0	20	0	0.0	0.0	0.0
BEND6	20	0	0	20	0	0.0	0.0	0.0
CPEB2	20	0	0	20	0	0.0	0.0	0.0
LHFPL6	20	0	0	20	0	0.0	0.0	0.0
UNC5C	20	0	0	20	0	0.0	0.0	0.0
TOX	20	0	0	20	0	0.0	0.0	0.0
PKIA	20	0	0	20	0	0.0	0.0	0.0
ADAM23	20	0	0	20	0	0.0	0.0	0.0
DPY19L2	16	0	0	16	0	0.0	0.0	0.0
RFX3	20	0	0	20	0	0.0	0.0	0.0
CNTN6	20	0	0	20	0	0.0	0.0	0.0
HMGCLL1	20	0	0	20	0	0.0	0.0	0.0
SCG5	19	0	0	19	0	0.0	0.0	0.0
AKAP9	20	0	0	20	0	0.0	0.0	0.0
SAMD4A	20	0	1	19	1	0.009757683425044232	0.0	0.006763510754865919
UTRN	20	0	0	20	0	0.0	0.0	0.0
CFAP47	13	0	0	13	0	0.0	0.0	0.0
GRIK4	20	0	0	20	0	0.0	0.0	0.0
EVL	20	0	0	20	0	0.0	0.0	0.0
RAPGEF6	20	0	0	20	0	0.0	0.0	0.0
TNKS	20	0	0	20	0	0.0	0.0	0.0
ELF1	20	0	0	20	0	0.0	0.0	0.0
EPB41L1	20	0	0	20	0	0.0	0.0	0.0
PAM	20	0	0	20	0	0.0	0.0	0.0
ONECUT1	20	0	0	20	0	0.0	0.0	0.0
ARHGAP5	20	0	0	20	0	0.0	0.0	0.0
DOCK1	20	0	0	20	0	0.0	0.0	0.0
CERS6	20	0	0	20	0	0.0	0.0	0.0
IGSF21	20	0	0	20	0	0.0	0.0	0.0
OSBPL10	20	0	0	20	0	0.0	0.0	0.0
TMEM132D	20	0	0	20	0	0.0	0.0	0.0
TMX4	20	0	0	20	0	0.0	0.0	0.0
FABP7	20	0	3	17	1	0.02891101507947609	0.0	0.04007917717892983
NOTCH3	20	0	0	20	0	0.0	0.0	0.0
GPRIN3	20	0	0	20	0	0.0	0.0	0.0
DOK5	20	0	0	20	0	0.0	0.0	0.0
FHOD3	20	0	0	20	0	0.0	0.0	0.0
PRDM5	20	0	2	18	1	0.021297710861913396	0.0	0.023397926873398336
NKX2-2	20	0	0	20	0	0.0	0.0	0.0
SMAD3	20	0	0	20	0	0.0	0.0	0.0
NCAM2	20	0	0	20	0	0.0	0.0	0.0
TANC2	20	0	0	20	0	0.0	0.0	0.0
ATP8A1	20	0	0	20	0	0.0	0.0	0.0
LIMCH1	20	0	0	20	0	0.0	0.0	0.0
STARD13	20	0	0	20	0	0.0	0.0	0.0
GLRA2	20	0	0	20	0	0.0	0.0	0.0
NEFL	20	0	11	9	2	0.08713714127191738	0.0	0.2165276617901039
MYO10	20	0	0	20	0	0.0	0.0	0.0
MYH10	20	0	0	20	0	0.0	0.0	0.0
EDNRA	16	0	0	16	0	0.0	0.0	0.0
DPF3	20	0	0	20	0	0.0	0.0	0.0
SRRM4	20	0	0	20	0	0.0	0.0	0.0
EFCC1	20	0	0	20	0	0.0	0.0	0.0
CELSR1	20	0	0	20	0	0.0	0.0	0.0
PPP2R2C	20	0	0	20	0	0.0	0.0	0.0
TSHZ2	20	0	0	20	0	0.0	0.0	0.0
LEF1	20	0	0	20	0	0.0	0.0	0.0
TMEM163	20	0	0	20	0	0.0	0.0	0.0
TJP2	20	0	0	20	0	0.0	0.0	0.0
COL27A1	20	0	0	20	0	0.0	0.0	0.0
SHISA9	20	0	0	20	0	0.0	0.0	0.0
NDE1	20	0	1	19	1	0.008459825795471216	0.0	0.005863904398159169
UST	20	0	3	17	1	0.016522011387645735	0.0	0.0229043712210519
EFHC2	20	0	0	20	0	0.0	0.0	0.0
TNFRSF19	20	0	0	20	0	0.0	0.0	0.0
ANKRD30BL	10	0	0	10	0	0.0	0.0	0.0
ADGRG1	20	0	0	20	0	0.0	0.0	0.0
DCX	20	0	0	20	0	0.0	0.0	0.0
ADGRL3	20	0	0	20	0	0.0	0.0	0.0
SHTN1	20	0	0	20	0	0.0	0.0	0.0
MN1	20	0	0	20	0	0.0	0.0	0.0
PARP4	20	0	0	20	0	0.0	0.0	0.0
CDC42BPA	20	0	1	19	1	0.045384146223411456	0.0	0.03145789299687794
NEO1	20	0	0	20	0	0.0	0.0	0.0
TUSC3	20	0	0	20	0	0.0	0.0	0.0
C4orf19	20	0	0	20	0	0.0	0.0	0.0
KCNE4	20	0	0	20	0	0.0	0.0	0.0
VGLL4	20	0	0	20	0	0.0	0.0	0.0
ACSS3	20	0	2	18	1	0.021318165492706168	0.0	0.023420398582147443
PRDM16	20	0	0	20	0	0.0	0.0	0.0
VAV3	20	0	0	20	0	0.0	0.0	0.0
ST8SIA3	20	0	0	20	0	0.0	0.0	0.0
UACA	20	0	0	20	0	0.0	0.0	0.0
GPHN	20	0	0	20	0	0.0	0.0	0.0
EFEMP1	20	0	0	20	0	0.0	0.0	0.0
FRAS1	20	0	0	20	0	0.0	0.0	0.0
LYPD6B	20	0	0	20	0	0.0	0.0	0.0
SNX7	20	0	0	20	0	0.0	0.0	0.0
ATP2B1	20	0	0	20	0	0.0	0.0	0.0
CCBE1	20	0	0	20	0	0.0	0.0	0.0
ZBTB7C	20	0	0	20	0	0.0	0.0	0.0
SPTBN4	20	0	0	20	0	0.0	0.0	0.0
NPY1R	20	0	0	20	0	0.0	0.0	0.0
LHFPL3	20	0	0	20	0	0.0	0.0	0.0
ATRNL1	20	0	0	20	0	0.0	0.0	0.0
PELI1	20	0	0	20	0	0.0	0.0	0.0
ABCA1	20	0	1	19	1	0.017665069372037115	0.0	0.01224449302962337
PRKCQ	20	0	0	20	0	0.0	0.0	0.0
CREB5	20	0	1	19	1	0.005859027904805219	0.0	0.004061168673037781
USP15	18	0	0	18	0	0.0	0.0	0.0
DCC	20	0	0	20	0	0.0	0.0	0.0
MFGE8	20	0	10	10	1	0.11784273629020309	0.0	0.282574540283903
GOLIM4	20	0	0	20	0	0.0	0.0	0.0
TOX3	20	0	0	20	0	0.0	0.0	0.0
ITPKB	20	0	0	20	0	0.0	0.0	0.0
LRTM1	20	0	0	20	0	0.0	0.0	0.0
ZHX2	20	0	0	20	0	0.0	0.0	0.0
LPAR4	13	0	0	13	0	0.0	0.0	0.0
PGRMC1	15	0	0	15	0	0.0	0.0	0.0
SH3PXD2B	20	0	0	20	0	0.0	0.0	0.0
TLN2	20	0	0	20	0	0.0	0.0	0.0
PHF14	20	0	0	20	0	0.0	0.0	0.0
PLCB4	20	0	0	20	0	0.0	0.0	0.0
RAP1GAP2	20	0	0	20	0	0.0	0.0	0.0
AKT3	20	0	0	20	0	0.0	0.0	0.0
EHBP1	20	0	0	20	0	0.0	0.0	0.0
ATP1A3	20	0	0	20	0	0.0	0.0	0.0
FUT9	20	0	0	20	0	0.0	0.0	0.0
GRIK3	20	0	0	20	0	0.0	0.0	0.0
GRIK1	20	0	0	20	0	0.0	0.0	0.0
HEY2	20	0	0	20	0	0.0	0.0	0.0
